Stkcd,Stknme,Listdt,Conme,Conme_en,Nnindcd,Nnindnme,PROVINCE,PROVINCECODE,CITY,CITYCODE,OWNERSHIPTYPE,OWNERSHIPTYPECODE,Markettype
2593,日上集团,6/28/2011,厦门日上集团股份有限公司,"Xiamen Sunrise Group Co., Ltd.",C36,汽车制造业,福建省,350000,厦门市,350200,私营企业,P0306,4
2594,比亚迪,6/30/2011,比亚迪股份有限公司,BYD Company Limited,C36,汽车制造业,广东省,440000,深圳市,440300,私营企业,P0306,4
2595,豪迈科技,6/28/2011,山东豪迈机械科技股份有限公司,"Himile Mechanical Science & Technology (Shandong) Co., Ltd.",C35,专用设备制造业,山东省,370000,高密市,370785,私营企业,P0306,4
2596,海南瑞泽,7/7/2011,海南瑞泽新型建材股份有限公司,"Hainan Ruize New Building Material Co., Ltd.",C30,非金属矿物制品业,海南省,460000,三亚市,460200,私营企业,P0306,4
2597,金禾实业,7/7/2011,安徽金禾实业股份有限公司,"Anhui Jinhe Industrial Co., Ltd.",C14,食品制造业,安徽省,340000,滁州市,341100,私营企业,P0306,4
2598,山东章鼓,7/7/2011,山东省章丘鼓风机股份有限公司,"Shandong Zhangqiu Blower Co., Ltd.",C34,通用设备制造业,山东省,370000,济南市,370100,国营或国有控股,P0301,4
2599,盛通股份,7/15/2011,北京盛通印刷股份有限公司,"Beijing Shengtong Printing Co., Ltd.",C23,印刷和记录媒介复制业,北京市,110000,北京市,110000,私营企业,P0306,4
2600,领益智造,7/15/2011,广东领益智造股份有限公司,Lingyi iTech (Guangdong) Company,C39,计算机、通信和其他电子设备制造业,广东省,440000,江门市,440700,私营企业,P0306,4
2601,龙佰集团,7/15/2011,龙佰集团股份有限公司,"LB Group Co., Ltd.",C26,化学原料及化学制品制造业,河南省,410000,焦作市,410800,私营企业,P0306,4
2602,世纪华通,7/28/2011,浙江世纪华通集团股份有限公司,"Zhejiang Century Huatong Group Co., Ltd.",I65,软件和信息技术服务业,浙江省,330000,绍兴市,330600,中外合资,P0303,4
2603,以岭药业,7/28/2011,石家庄以岭药业股份有限公司,"Shijiazhuang Yiling Pharmaceutical Co., Ltd.",C27,医药制造业,河北省,130000,石家庄市,130100,私营企业,P0306,4
2604,龙力退,7/28/2011,山东龙力生物科技股份有限公司,"Shandong Longlive Biotechnology Co., Ltd.",C13,农副食品加工业,山东省,370000,德州市,371400,私营企业,P0306,4
2605,姚记科技,8/5/2011,上海姚记科技股份有限公司,"Shanghai Yao Kee Technology Co., Ltd.",I64,互联网和相关服务,上海市,310000,上海市,310000,私营企业,P0306,4
2606,大连电瓷,8/5/2011,大连电瓷集团股份有限公司,"Dalian Insulator Group Co., Ltd.",C38,电气机械及器材制造业,辽宁省,210000,大连市,210200,私营企业,P0306,4
2607,中公教育,8/10/2011,中公教育科技股份有限公司,"Offcn Education Technology Co., Ltd.",P82,教育,安徽省,340000,芜湖市,340200,私营企业,P0306,4
2608,江苏国信,8/10/2011,江苏国信股份有限公司,"Jiangsu Guoxin Corp., Ltd.",D44,电力、热力生产和供应业,江苏省,320000,南京市,320100,国营或国有控股,P0301,4
2609,捷顺科技,8/15/2011,深圳市捷顺科技实业股份有限公司,"Shenzhen Jieshun Science and Technology Industry Co., Ltd.",I65,软件和信息技术服务业,广东省,440000,深圳市,440300,私营企业,P0306,4
2610,ST 爱康,8/15/2011,浙江爱康新能源科技股份有限公司,"Zhejiang Akcome New Energy Technology Co., Ltd.",C38,电气机械及器材制造业,浙江省,330000,杭州市,330100,中外合资,P0303,4
2611,东方精工,8/30/2011,广东东方精工科技股份有限公司,"Guangdong Dongfang Precision Science & Technology Co., Ltd.",C35,专用设备制造业,广东省,440000,佛山市,440600,私营企业,P0306,4
2612,朗姿股份,8/30/2011,朗姿股份有限公司,"Lancy Co., Ltd.",C18,纺织服装、服饰业,北京市,110000,北京市,110000,私营企业,P0306,4
2613,北玻股份,8/30/2011,洛阳北方玻璃技术股份有限公司,"Luoyang North Glass Technology Co., Ltd.",C35,专用设备制造业,河南省,410000,洛阳市,410300,私营企业,P0306,4
2614,奥佳华,9/9/2011,奥佳华智能健康科技集团股份有限公司,"Ogawa Intelligent Health Technology Group Co., Ltd.",C38,电气机械及器材制造业,福建省,350000,厦门市,350200,私营企业,P0306,4
2615,哈尔斯,9/9/2011,浙江哈尔斯真空器皿股份有限公司,"Zhejiang Haers Vacuum Containers Co., Ltd.",C33,金属制品业,浙江省,330000,永康市,330784,私营企业,P0306,4
2616,长青集团,9/20/2011,广东长青(集团)股份有限公司,Guangdong Chant Group Inc.,N77,生态保护和环境治理业,广东省,440000,中山市,442000,私营企业,P0306,4
2617,露笑科技,9/20/2011,露笑科技股份有限公司,"Roshow Technology Co., Ltd.",C38,电气机械及器材制造业,浙江省,330000,诸暨市,330681,私营企业,P0306,4
2618,丹邦退,9/20/2011,深圳丹邦科技股份有限公司,"Shenzhen Danbond Technology Co., Ltd.",C39,计算机、通信和其他电子设备制造业,广东省,440000,深圳市,440300,私营企业,P0306,4
2619,*ST 艾格,9/29/2011,艾格拉斯股份有限公司,"Egls Co., Ltd.",I64,互联网和相关服务,浙江省,330000,金华市,330700,私营企业,P0306,4
2620,瑞和股份,9/29/2011,深圳瑞和建筑装饰股份有限公司,"Shenzhen Ruihe Construction Decoration Co., Ltd.",E50,建筑装饰和其他建筑业,广东省,440000,深圳市,440300,私营企业,P0306,4
2621,*ST 美吉,9/29/2011,大连美吉姆教育科技股份有限公司,"Dalian My Gym Education Technology Co., Ltd.",P82,教育,辽宁省,210000,大连市,210200,私营企业,P0306,4
2622,皓宸医疗,10/18/2011,皓宸医疗科技股份有限公司,"Whole Shine Medical Technology Co., Ltd.",C38,电气机械及器材制造业,吉林省,220000,吉林市,220200,私营企业,P0306,4
2623,亚玛顿,10/13/2011,常州亚玛顿股份有限公司,"Changzhou Almaden Co., Ltd.",C30,非金属矿物制品业,江苏省,320000,常州市,320400,私营企业,P0306,4
2624,完美世界,10/28/2011,完美世界股份有限公司,"Perfect World Co., Ltd.",I64,互联网和相关服务,浙江省,330000,湖州市,330500,私营企业,P0306,4
2625,光启技术,11/3/2011,光启技术股份有限公司,"Kuang-Chi Technologies Co., Ltd.",C37,铁路、船舶、航空航天和其它运输设备制造业,广东省,440000,深圳市,440300,私营企业,P0306,4
2626,金达威,10/28/2011,厦门金达威集团股份有限公司,"Xiamen Kingdomway Group Co., Ltd.",C14,食品制造业,福建省,350000,厦门市,350200,私营企业,P0306,4
2627,三峡旅游,11/3/2011,湖北三峡旅游集团股份有限公司,"Hubei Three Gorges Tourism Group Co., Ltd.",G54,道路运输业,湖北省,420000,宜昌市,420500,国营或国有控股,P0301,4
2628,成都路桥,11/3/2011,成都市路桥工程股份有限公司,"Chengdu Road & Bridge Engineering Co., Ltd.",E48,土木工程建筑业,四川省,510000,成都市,510100,私营企业,P0306,4
2629,仁智股份,11/3/2011,浙江仁智股份有限公司,"Zhejiang Renzhi Co., Ltd.",B11,开采辅助活动,浙江省,330000,温州市,330300,私营企业,P0306,4
2630,华西能源,11/11/2011,华西能源工业股份有限公司,"China Western Power Industrial Co., Ltd.",C34,通用设备制造业,四川省,510000,自贡市,510300,私营企业,P0306,4
2631,德尔未来,11/11/2011,德尔未来科技控股集团股份有限公司,"Der Future Science & Technology Holding Group Co., Ltd.",C20,木材加工及木、竹、藤、棕、草制品业,江苏省,320000,苏州市,320500,私营企业,P0306,4
2632,道明光学,11/22/2011,道明光学股份有限公司,"Daoming Optics & Chemical Co., Ltd.",C26,化学原料及化学制品制造业,浙江省,330000,永康市,330784,私营企业,P0306,4
2633,申科股份,11/22/2011,申科滑动轴承股份有限公司,Shenke Slide Bearing Corporation,C34,通用设备制造业,浙江省,330000,诸暨市,330681,私营企业,P0306,4
2634,棒杰股份,12/5/2011,浙江棒杰控股集团股份有限公司,"Zhejiang Bangjie Holding Group Co., Ltd.",C18,纺织服装、服饰业,浙江省,330000,义乌市,330782,私营企业,P0306,4
2635,安洁科技,11/25/2011,苏州安洁科技股份有限公司,"Suzhou Anjie technology Co., Ltd.",C39,计算机、通信和其他电子设备制造业,江苏省,320000,苏州市,320500,私营企业,P0306,4
2636,金安国纪,11/25/2011,金安国纪集团股份有限公司,Goldenmax International Group Ltd.,C39,计算机、通信和其他电子设备制造业,上海市,310000,上海市,310000,私营企业,P0306,4
2637,赞宇科技,11/25/2011,赞宇科技集团股份有限公司,"Zanyu Technology Group Co., Ltd.",C26,化学原料及化学制品制造业,浙江省,330000,杭州市,330100,私营企业,P0306,4
2638,勤上股份,11/25/2011,东莞勤上光电股份有限公司,"Dongguan Kingsun Optoelectronic Co., Ltd.",C38,电气机械及器材制造业,广东省,440000,东莞市,441900,私营企业,P0306,4
2639,雪人股份,12/5/2011,福建雪人集团股份有限公司,"Fujian Snowman Group Co., Ltd.",C34,通用设备制造业,福建省,350000,福州市,350100,私营企业,P0306,4
2640,跨境通,12/8/2011,跨境通宝电子商务股份有限公司,"Global Top E-commerce Co., Ltd.",F52,零售业,山西省,140000,太原市,140100,私营企业,P0306,4
2641,公元股份,12/8/2011,公元股份有限公司,"Era Co., Ltd.",C29,橡胶和塑料制品业,浙江省,330000,台州市,331000,私营企业,P0306,4
2642,荣联科技,12/20/2011,荣联科技集团股份有限公司,Ronglian Group Ltd.,I65,软件和信息技术服务业,北京市,110000,北京市,110000,私营企业,P0306,4
2643,万润股份,12/20/2011,中节能万润股份有限公司,"Valiant Co., Ltd.",C26,化学原料及化学制品制造业,山东省,370000,烟台市,370600,国营或国有控股,P0301,4
2644,佛慈制药,12/22/2011,兰州佛慈制药股份有限公司,"Lanzhou Foci Pharmaceutical Co., Ltd.",C27,医药制造业,甘肃省,620000,兰州市,620100,国营或国有控股,P0301,4
2645,华宏科技,12/20/2011,江苏华宏科技股份有限公司,"Jiangsu Huahong Technology Co., Ltd.",C35,专用设备制造业,江苏省,320000,江阴市,320281,私营企业,P0306,4
2646,天佑德酒,12/22/2011,青海互助天佑德青稞酒股份有限公司,"Qinghai Huzhu TianYouDe Highland Barley Spirit Co., Ltd.",C15,酒、饮料和精制茶制造业,青海省,630000,海东市,630200,私营企业,P0306,4
2647,仁东控股,12/28/2011,仁东控股股份有限公司,"Rendong Holdings Co., Ltd.",J69,其他金融业,广东省,440000,广州市,440100,私营企业,P0306,4
2648,卫星化学,12/28/2011,卫星化学股份有限公司,"Satellite Chemical Co., Ltd.",C26,化学原料及化学制品制造业,浙江省,330000,嘉兴市,330400,中外合资,P0303,4
2649,博彦科技,1/6/2012,博彦科技股份有限公司,Beyondsoft Corporation,I65,软件和信息技术服务业,北京市,110000,北京市,110000,中外合资,P0303,4
2650,ST 加加,1/6/2012,加加食品集团股份有限公司,"Jiajia Food Group Co., Ltd.",C14,食品制造业,湖南省,430000,长沙市,430100,私营企业,P0306,4
2651,利君股份,1/6/2012,成都利君实业股份有限公司,"Chengdu Leejun Industrial Co., Ltd.",C35,专用设备制造业,四川省,510000,成都市,510100,私营企业,P0306,4
2652,扬子新材,1/19/2012,苏州扬子江新型材料股份有限公司,"Suzhou Yangtze New Materials Co., Ltd.",C33,金属制品业,江苏省,320000,苏州市,320500,私营企业,P0306,4
2653,海思科,1/17/2012,海思科医药集团股份有限公司,"Haisco Pharmaceutical Group Co., Ltd.",C27,医药制造业,西藏自治区,540000,山南地区,542200,私营企业,P0306,4
2654,万润科技,2/17/2012,深圳万润科技股份有限公司,"Shenzhen Mason Technologies Co., Ltd.",L72,商务服务业,广东省,440000,深圳市,440300,私营企业,P0306,4
2655,共达电声,2/17/2012,共达电声股份有限公司,"GettopAcoustic Co., Ltd.",C39,计算机、通信和其他电子设备制造业,山东省,370000,潍坊市,370700,中外合资,P0303,4
2656,ST 摩登,2/28/2012,摩登大道时尚集团股份有限公司,"Modern Avenue Group Co., Ltd.",C18,纺织服装、服饰业,广东省,440000,广州市,440100,私营企业,P0306,4
2657,中科金财,2/28/2012,北京中科金财科技股份有限公司,"Sinodata Co., Ltd.",I65,软件和信息技术服务业,北京市,110000,北京市,110000,私营企业,P0306,4
2658,雪迪龙,3/9/2012,北京雪迪龙科技股份有限公司,"Beijing SDL Technology Co., Ltd.",C40,仪器仪表制造业,北京市,110000,北京市,110000,私营企业,P0306,4
2659,凯文教育,3/9/2012,北京凯文德信教育科技股份有限公司,"Beijing Kaiwen Education Technology Co., Ltd",P82,教育,北京市,110000,北京市,110000,国营或国有控股,P0301,4
2660,茂硕电源,3/16/2012,茂硕电源科技股份有限公司,"Moso Power Supply Technology Co., Ltd.",C39,计算机、通信和其他电子设备制造业,广东省,440000,深圳市,440300,私营企业,P0306,4
2661,克明食品,3/16/2012,陈克明食品股份有限公司,"​Chen Ke Ming Food Manufacturing Co., Ltd.",C14,食品制造业,湖南省,430000,益阳市,430900,私营企业,P0306,4
2662,京威股份,3/9/2012,北京威卡威汽车零部件股份有限公司,"Beijing WKW Automotive Parts Co., Ltd.",C36,汽车制造业,北京市,110000,北京市,110000,中外合资,P0303,4
2663,普邦股份,3/16/2012,广州普邦园林股份有限公司,"Pubang Landscape Architecture Co., Ltd.",E48,土木工程建筑业,广东省,440000,广州市,440100,私营企业,P0306,4
2664,信质集团,3/16/2012,信质集团股份有限公司,"Xinzhi Group Co., Ltd.",C36,汽车制造业,浙江省,330000,台州市,331000,私营企业,P0306,4
2665,ST 航高,3/27/2012,首航高科能源技术股份有限公司,"Shouhang High-Tech Energy Co., Ltd.",C38,电气机械及器材制造业,甘肃省,620000,酒泉市,620900,私营企业,P0306,4
2666,德联集团,3/27/2012,广东德联集团股份有限公司,"Guangdong Delian Group Co., Ltd.",C26,化学原料及化学制品制造业,广东省,440000,佛山市,440600,私营企业,P0306,4
2667,威领股份,3/29/2012,威领新能源股份有限公司,"Willing New Energy Co., Ltd.",C35,专用设备制造业,辽宁省,210000,鞍山市,210300,私营企业,P0306,4
2668,TCL智家,4/16/2012,广东TCL智慧家电股份有限公司,"Guangdong TCL Smart Home Appliances Co., Ltd.",C38,电气机械及器材制造业,广东省,440000,中山市,442000,中外合资,P0303,4
2669,康达新材,4/16/2012,康达新材料(集团)股份有限公司,"Kangda New Materials (Group) Co., Ltd.",C26,化学原料及化学制品制造业,上海市,310000,上海市,310000,私营企业,P0306,4
2670,国盛金控,4/16/2012,国盛金融控股集团股份有限公司,Guosheng Financial Holding Inc.,J67,资本市场服务,江西省,360000,南昌市,360100,私营企业,P0306,4
2671,龙泉股份,4/26/2012,山东龙泉管业股份有限公司,"Shandong Longquan Pipe Industry Co., Ltd.",C30,非金属矿物制品业,山东省,370000,淄博市,370300,私营企业,P0306,4
2672,东江环保,4/26/2012,东江环保股份有限公司,Dongjiang Environmental Company Limited,C42,废弃资源综合利用业,广东省,440000,深圳市,440300,私营企业,P0306,4
2673,西部证券,5/3/2012,西部证券股份有限公司,"Western Securities Co., Ltd.",J67,资本市场服务,陕西省,610000,西安市,610100,国营或国有控股,P0301,4
2674,兴业科技,5/7/2012,兴业皮革科技股份有限公司,"Xingye Leather Technology Co., Ltd.",C19,皮革、毛皮、羽毛及其制品和制鞋业,福建省,350000,晋江市,350582,私营企业,P0306,4
2675,东诚药业,5/25/2012,烟台东诚药业集团股份有限公司,"Yantai Dongcheng Pharmaceutical Group Co., Ltd.",C27,医药制造业,山东省,370000,烟台市,370600,中外合资,P0303,4
2676,顺威股份,5/25/2012,广东顺威精密塑料股份有限公司,"Guangdong Sunwill Precision Plastic Co., Ltd.",C29,橡胶和塑料制品业,广东省,440000,佛山市,440600,私营企业,P0306,4
2677,浙江美大,5/25/2012,浙江美大实业股份有限公司,"Zhejiang Meida Industrial Co., Ltd.",C38,电气机械及器材制造业,浙江省,330000,海宁市,330481,私营企业,P0306,4
2678,珠江钢琴,5/30/2012,广州珠江钢琴集团股份有限公司,"Guangzhou Pearl River Piano Group Co., Ltd.",C24,文教、工美、体育和娱乐用品制造业,广东省,440000,广州市,440100,国营或国有控股,P0301,4
2679,福建金森,6/5/2012,福建金森林业股份有限公司,"Fujian Jinsen Forestry Co., Ltd.",A02,林业,福建省,350000,三明市,350400,国营或国有控股,P0301,4
