Stkcd,Trdynt,Yclsprc,Ynvaltrd,Ysmvosd,Ndaytrd,Yretwd
2205,2014,17.39,13376878110,2019883.59,245,0.193409
2205,2015,39.38,40375493161,4574066.47,244,1.275505
2205,2016,30.48,31197174476,3540313.51,243,-0.226003
2205,2017,17.71,26482985384,2057052.24,244,-0.418963
2205,2018,11.7,7208975148,1358978.61,233,-0.336979
2205,2019,14.35,9031906444,1666781.46,238,0.226496
2205,2020,7.42,16890409750,1378956.75,243,-0.171562
2205,2021,8.13,7504540177,1510905.44,243,0.09723
2205,2022,11.01,62532618548,2046133.94,242,0.355319
2205,2023,10.83,24519840225,2012682.16,242,-0.016348
2206,2008,12.91,5641965590,413120,226,
2206,2009,37.18,8494439484,2216857.5,241,1.911632
2206,2010,21.75,18098992648,2971050,238,0.181198
2206,2011,8.8,7626138580,2172093,238,-0.383408
2206,2012,5.86,7094979425,1935791.67,234,-0.299588
2206,2013,5.56,5243274389,1869834.26,238,-0.02404
2206,2014,8.06,13232636754,2750030.69,244,0.49863
2206,2015,15.9,33894123920,5451949.01,227,1.03101
2206,2016,19.14,20293332331,6590875.75,240,0.2373
2206,2017,5.93,16678969731,5636362.89,244,-0.203471
2206,2018,3.81,6833648420,3480449.46,243,-0.325932
2206,2019,3.75,7312298749,3601659.94,244,0.032618
2206,2020,3.91,13202073494,3766754.56,243,0.073514
2206,2021,8.88,50395055814,8470722.69,243,1.348347
2206,2022,5.97,32875390527,5431789.19,242,-0.316111
2206,2023,5.02,13578887507,4598297.21,242,-0.13515
2207,2008,8.85,4639224147,221250,225,
2207,2009,23.11,10790984551,577750,238,1.635646
2207,2010,22.44,10871605252,561000,237,-0.028992
2207,2011,12.87,9342291452,1090001.09,243,-0.426471
2207,2012,11.14,7214825391,931133.68,239,-0.131369
2207,2013,16.67,9093192173,1430759.13,238,0.503767
2207,2014,17.8,16696703813,3085274.36,178,1.140103
2207,2015,21.42,50032121170,3825042.59,178,0.203768
2207,2016,20.13,28684845937,3554244.69,39,-0.060224
2207,2017,9.04,23513915634,1991728.44,238,-0.550919
2207,2018,4.47,5101750441,1061276.04,240,-0.505531
2207,2019,5.75,3335210057,1365792.76,244,0.286354
2207,2020,6.15,3984801764,1460804.43,242,0.069565
2207,2021,5.69,10859953082,1352313,243,-0.074797
2207,2022,7.11,56843710597,1849354.55,242,0.249561
2207,2023,6.98,17719621614,1820437.05,240,-0.018284
2208,2008,6.54,4578848690,261927,226,
2208,2009,21.48,11135494468,1316608.46,207,2.333569
2208,2010,10.98,22782869799,1346029.88,240,0.025154
2208,2011,5.58,7492181872,1766864.51,242,-0.486106
2208,2012,7.09,6613209707,2245362.64,241,0.290463
2208,2013,6.54,5486691394,2070867.48,238,-0.069142
2208,2014,8.26,7549336391,2616141.18,243,0.281989
2208,2015,24.5,41118408195,7760163.47,235,1.981787
2208,2016,16.09,51231530257,5136557.81,244,-0.341391
2208,2017,9.14,12497001816,2918152.92,244,-0.427115
2208,2018,9.88,41985919393,3154414.75,243,0.090571
2208,2019,6.67,15965627183,3407182.29,233,0.088256
2208,2020,8.32,45441561479,4253712.89,243,0.251936
2208,2021,7.76,24762937469,4828715.72,243,-0.055751
2208,2022,6.72,46465420865,4181173.11,242,-0.12289
2208,2023,6.41,15571627242,5142346.66,242,-0.039299
2209,2008,7.88,4786272446,228520,222,
2209,2009,17.79,8685999358,1009324.55,240,1.266211
2209,2010,14.02,9157989102,1388189.87,239,0.189401
2209,2011,7.39,5966539239,931725.78,242,-0.470089
2209,2012,6.24,1459679733,786244.56,241,-0.150461
2209,2013,6.71,4296445921,841404.09,238,0.080448
2209,2014,9.07,6792629063,1148227.23,245,0.355784
2209,2015,22.91,25553725073,2963055.92,188,1.526775
2209,2016,23.19,10423700714,3686522.72,140,0.012705
2209,2017,10.05,10631809874,1920470.66,244,-0.566623
2209,2018,6.8,6422925229,1045479.01,237,-0.322193
2209,2019,6.94,7190339983,1072400.6,244,0.021431
2209,2020,6.74,7237655524,1041495.68,243,-0.028818
2209,2021,6.83,4681975587,1055402.9,243,0.014841
2209,2022,8.01,13916502764,1237741.9,242,0.172767
2209,2023,11,20986810724,1696379.12,242,0.375186
2210,2008,8.16,6144583954,285600,223,
2210,2009,12,9889585340,673200,242,1.222313
2210,2010,10.85,14550878352,927430.88,239,0.361245
2210,2011,5.73,4309497171,1656866.75,242,-0.470213
2210,2012,5.07,2884255089,1928075.12,242,0.165082
2210,2013,6.79,9866404800,2586680.51,238,0.348046
2210,2014,19.8,12178081667,7626283.14,235,1.93838
2210,2015,21.77,31699280406,12660191.98,140,0.656164
2210,2016,18.45,29745872107,13961849.35,244,0.104686
2210,2017,12.38,13719064428,15948555.07,244,0.147713
2210,2018,3.67,32383013528,5126817.19,113,-0.702617
2210,2019,1.29,45994788873,2129941.31,243,-0.648501
2210,2020,2.15,8660356275,5717859.81,243,0.666667
2210,2021,3.37,16356692776,8962380.47,242,0.567442
2210,2022,2.33,24976386288,6196514.02,242,-0.308605
2210,2023,1.79,11056287218,4763589.48,242,-0.23176
2211,2008,6.16,9236819261,375760,220,
2211,2009,15.1,12253037494,1136002.25,242,1.463702
2211,2010,16.85,11052258650,1277820.31,238,0.118246
2211,2011,6.48,8873747278,1405127.09,239,-0.423146
2211,2012,4.92,12558105508,1341746.57,238,-0.240741
2211,2013,4.06,4927889086,1126006.84,128,-0.174797
2211,2014,8.93,11061599047,2479125.86,225,1.199507
2211,2015,12.8,19235753324,3411970.38,81,0.433371
2211,2016,13.15,81233954402,3505266.45,167,0.027344
2211,2017,7.14,26005576484,3084753.31,230,-0.457034
2211,2018,4.7,11497531116,2032636.16,243,-0.341737
2211,2019,6.29,14550364957,1951084.27,244,0.338298
2211,2020,5.97,11813805311,1851824.03,243,-0.050874
2211,2021,4.06,11591807738,1615264.01,243,-0.319932
2211,2022,2.47,6704662627,1067752.05,241,-0.391626
2211,2023,4,8851165239,1729153.12,241,0.619437
2212,2008,13.18,6302813556,500840,220,
2212,2009,17.9,15051062529,1022954.8,238,1.11719
2212,2010,22.6,10634279215,1292629.24,238,0.26257
2212,2011,6.11,12194590456,1654052.91,237,-0.456015
2212,2012,4.66,3414169986,1262445.53,241,-0.229168
2212,2013,4.08,4559795042,1138962.54,238,-0.110257
2212,2014,6.33,21995459449,1838505.7,240,0.55663
2212,2015,13.85,37399699864,4170116.98,124,1.190666
2212,2016,16.96,32608964602,5106511.48,164,0.226325
2212,2017,20.02,16567163439,4632725.94,244,0.182058
2212,2018,11.12,11907976995,7144103.56,199,-0.442595
2212,2019,19.01,24493249223,17040977.87,244,0.709532
2212,2020,21.01,76504706685,23545457.41,243,0.105208
2212,2021,19.17,43778213195,22133474.14,243,-0.085613
2212,2022,9.99,58787459887,11666003.9,242,-0.47787
2212,2023,9.78,44738996897,11426571.39,242,-0.021021
2213,2008,7.06,3443468738,183560,221,
2213,2009,13.78,7709394243,609837.03,241,0.972108
2213,2010,17.15,14668922285,1584376.17,240,1.502775
2213,2011,7.56,6694221789,1501744.48,243,-0.557475
2213,2012,6.02,2385770245,886293.4,242,-0.1988
2213,2013,8.18,4831786421,1376506.29,234,0.368509
2213,2014,9.91,8744742066,1259455.08,242,0.217471
2213,2015,21.36,22940375762,3020872.52,224,1.158632
2213,2016,26.75,24629634222,4411690.09,234,0.252341
2213,2017,16.92,10580869899,3177921.13,244,-0.367193
2213,2018,9.31,13145345679,1833233.95,208,-0.449764
2213,2019,12.45,16114774759,2564671.99,244,0.337271
2213,2020,12.98,10103082718,2673880,243,0.04257
2213,2021,18.05,14058194756,3718300,243,0.391603
2213,2022,16.04,22884824250,3304240,242,-0.111357
2213,2023,14.07,33690665948,2898420,242,-0.122818
2214,2008,14.86,5192597868,371500,215,
2214,2009,29.79,7427577643,1650480.33,243,1.015971
2214,2010,40.8,10153846020,2513303.99,241,0.373872
2214,2011,37.9,7003080946,2693531.93,186,-0.069001
2214,2012,15,10548828459,1068033.8,206,-0.601722
2214,2013,15.19,13569781960,2185696.42,236,1.034849
2214,2014,20.65,19631830282,3033315.11,245,0.366486
2214,2015,15.88,54222160466,5642802.57,180,0.540495
2214,2016,11.05,23388603392,3926509.34,244,-0.302676
2214,2017,7.96,21457069101,2828508.09,244,-0.277406
2214,2018,5.49,11535881616,1961694.49,243,-0.30756
2214,2019,10.59,28946277003,3784033.64,244,0.93556
2214,2020,27.52,1.32465E+11,9833484.96,243,1.607329
2214,2021,19.74,46639810725,9432978.65,243,-0.136298
2214,2022,13.12,21125619693,6269537.99,242,-0.330873
2214,2023,11.47,12179904541,5481067.13,242,-0.122321
2215,2008,17.9,6490284080,698100,213,
2215,2009,30.99,7026697495,1825463.01,239,1.269929
2215,2010,34.89,9390439182,2258416.76,236,0.136368
2215,2011,8.3,10834977058,2070013.74,238,-0.613087
2215,2012,7.89,9528381804,2013762.08,238,-0.035026
2215,2013,9.61,9877886722,3730802.39,200,0.842296
2215,2014,8.62,12348641335,4445943.44,243,0.190992
2215,2015,19.18,65109278224,13094968.74,230,1.900345
2215,2016,11.08,36279113498,7673297.88,244,-0.41645
2215,2017,7.29,23953625944,5176864.35,244,-0.342058
2215,2018,6.76,15622446670,4902552.25,243,-0.053881
2215,2019,6.66,32390357915,4782926.61,244,-0.014793
2215,2020,5.98,28395958227,4282956.44,243,-0.080588
2215,2021,6.38,13895739562,4552711.68,243,0.085158
2215,2022,5.27,26203662499,4167219.98,242,-0.146263
2215,2023,8.26,35229259312,6558421.95,242,0.598014
2216,2008,27.69,6970959687,650715,215,
2216,2009,21.83,11006537927,1044783.8,241,0.585726
2216,2010,37.7,8191829865,1804322,238,0.739264
2216,2011,31.7,3742530291,3896881,240,-0.154464
2216,2012,23.03,4091396271,3164601.42,242,-0.270653
2216,2013,22.49,10085071227,6200139.14,237,0.967602
2216,2014,19.41,11828209835,5406763.54,244,-0.134578
2216,2015,11.39,41875393838,6363918.64,231,0.174796
2216,2016,12.2,16783755624,6962888.8,244,0.07284
2216,2017,8.1,10659048063,4622901.58,244,-0.335299
2216,2018,7.28,5385056114,4165342.27,243,-0.098607
2216,2019,14.3,12947052671,8078408.8,244,0.97028
2216,2020,25.95,62639819789,14670770.58,243,0.819303
2216,2021,20.21,61566816733,12735784.79,243,-0.117195
2216,2022,18.51,49938360808,11664176.4,242,-0.074743
2216,2023,13.4,18550959372,8444832.34,242,-0.259815
2217,2008,12.9,12738622573,479880,212,
2217,2009,15.35,16829255314,2381632.86,241,0.802822
2217,2010,10.38,14752498971,1619495.91,238,-0.31968
2217,2011,7.93,15861829895,1333781.37,241,-0.231607
2217,2012,4.63,4994085662,1175359.17,240,-0.114076
2217,2013,5,4041343805,1314788.61,203,0.079914
2217,2014,10.21,6975524238,2684796.03,195,1.042
2217,2015,16.95,53240716355,6366120.71,169,0.661026
2217,2016,17.9,38918264062,8352774.91,244,0.057175
2217,2017,10,49834226275,17581173.1,244,0.122681
2217,2018,4.68,46272747878,11986978.2,208,-0.529783
2217,2019,5.55,1.17816E+11,15327895.01,244,0.195931
2217,2020,4.1,97719077892,12763768.79,243,-0.256709
2217,2021,3.49,22616830353,10860927.85,243,-0.14878
2217,2022,2.55,26421638264,7928687.85,242,-0.269341
2217,2023,2.72,61230444107,8467467.03,237,0.066667
2218,2008,16.46,16299021045,790080,207,
2218,2009,24.38,38192232019,1755360,240,1.223244
2218,2010,24.58,19454641785,1769760,237,0.010033
2218,2011,10.51,14669692859,4433565.73,241,-0.357313
2218,2012,5.83,12047880671,2796024.86,241,-0.44529
2218,2013,6.87,14973178009,3294801.16,238,0.178388
2218,2014,9.34,13681765204,4479394.88,239,0.359535
2218,2015,10.99,39775563549,5270709.08,240,0.180459
2218,2016,8.99,25296779409,5455395.99,244,-0.17847
2218,2017,5.25,22626388300,6380356.13,244,0.17406
2218,2018,2.75,13347726515,3343222.65,243,-0.470638
2218,2019,3,16014376458,3647159.41,244,0.090909
2218,2020,5.2,37392736172,6321742.98,243,0.744139
2218,2021,6.76,70489947045,8218265.88,243,0.306354
2218,2022,4.83,54460659027,6699682.83,242,-0.281228
2218,2023,4.51,23054640656,6279716.1,242,-0.060477
2219,2008,18,4717933511,421200,201,
2219,2009,24.92,18003417714,1166256,238,1.772507
2219,2010,15.88,12775901945,1189094.4,239,0.020998
2219,2011,12.71,10384776215,4694057.2,241,0.001789
2219,2012,14.2,5138057682,6059975.23,237,0.286173
2219,2013,24.62,24987980596,10529675.68,236,0.733803
2219,2014,19.05,37650025898,11487847.44,210,0.086469
2219,2015,37.24,45188516269,22454737.27,122,0.954856
2219,2016,11.98,22786884617,8619293.74,123,-0.195758
2219,2017,11.71,9165276629,10733015.61,180,-0.022538
2219,2018,3.44,19055572693,6416332.05,125,-0.706234
2219,2019,2.39,15864869478,4407674.74,244,-0.305233
2219,2020,1.77,10677873498,3264033.87,242,-0.259414
2219,2021,3.66,10098773345,6749428.9,243,1.067797
2219,2022,3.94,17598311202,12777812.01,240,0.883879
2219,2023,3.03,26187431935,9826587.61,242,-0.230964
2220,2008,15.56,4791799694,392112,207,
2220,2009,25.49,7268438653,873065.25,242,0.657771
2220,2010,19.76,15345947968,1339547.04,235,0.554056
2220,2011,16.48,3527052297,2639140.28,243,-0.165992
2220,2012,7.33,3079692385,2867584.25,241,-0.089824
2220,2013,7.33,5052421333,2854897.41,238,0
2220,2014,8.57,8468419378,3337854.13,226,0.169168
2220,2015,16.15,32679225800,6290121.85,237,0.889189
2220,2016,13.49,29542145104,5254101.78,244,-0.160608
2220,2017,7.19,8530243311,2800333.37,230,-0.464242
2220,2018,2.55,8954824937,1390429.78,233,-0.502002
2220,2019,1.47,9139261843,971859.12,243,-0.423529
2220,2020,0.26,1454118292,171893.45,128,-0.823129
2221,2008,4.97,8080665690,278320,202,
2221,2009,11.58,11665387256,1205941.2,238,1.335315
2221,2010,11.51,11265224391,1198651.4,239,-0.004933
2221,2011,7.7,7522523053,1709400,236,-0.329678
2221,2012,13.74,8828111101,3059158.38,239,0.791504
2221,2013,10.43,20377769045,4660440.86,237,0.520427
2221,2014,16.49,13314188155,7374135.56,244,0.583728
2221,2015,23.38,45942843551,14662778.08,218,0.419136
2221,2016,12.39,46151264552,15760565.73,244,0.062587
2221,2017,12.21,31862127362,18359657.09,244,-0.009716
2221,2018,8.06,27000070345,12235479.93,235,-0.337174
2221,2019,7.76,29442427030,11871004.87,244,-0.033219
2221,2020,10.14,72976583447,15531547.45,243,0.334134
2221,2021,12.59,63338983681,19281349.49,243,0.267271
2221,2022,7.63,27928310905,11127766.83,242,-0.378382
2221,2023,10.3,23933222744,15047165.58,242,0.349935
2222,2008,6.27,5259007383,297825,194,
2222,2009,11.38,10041107277,1182065.69,243,0.866031
2222,2010,18.4,16980608553,1965772.59,240,0.644721
2222,2011,6.5,10479502158,1786362.31,243,-0.463283
2222,2012,5.95,3965574162,1635566.02,241,-0.069123
2222,2013,7.69,7721670877,2113866,238,0.311032
2222,2014,10.06,19148791906,2777724.12,245,0.325611
2222,2015,23.71,61103783434,6592076.22,244,1.356858
2222,2016,13.55,78028341747,5684682.34,244,-0.140312
2222,2017,18.23,62922219996,7682894.13,244,0.354821
2222,2018,9.76,27971002795,4127747.99,243,-0.461375
2222,2019,12.27,33397412628,5189289.74,244,0.267862
2222,2020,13.77,56991098829,5823677.24,243,0.130016
2222,2021,18.93,73923771186,8017206.13,243,0.384215
2222,2022,15.82,35081321408,6732872.84,242,-0.155966
2222,2023,29.53,1.87235E+11,12567745.58,242,0.895122
2223,2008,23.89,5610358651,621140,174,
2223,2009,34.23,11924869253,1334970,242,1.167946
2223,2010,50.39,12691325024,3144336,240,1.359187
2223,2011,20.95,12740177403,3141166.99,242,-0.334789
2223,2012,15.5,10931174867,7453002.7,242,-0.033336
2223,2013,22.84,20216715657,10178912.82,238,0.480683
2223,2014,24.96,23391583741,4714709.28,187,0.097176
2223,2015,38.45,1.2963E+11,11031003.48,232,0.69451
2223,2016,31.02,57124724200,15334825.47,239,-0.182521
2223,2017,19.6,39563925129,16760083.48,244,-0.040799
2223,2018,19.61,48149244072,16768634.54,243,0.008451
2223,2019,20.32,40753586866,17614506.75,244,0.042987
2223,2020,28.21,2.80492E+11,23724415.41,243,0.405745
2223,2021,37.8,1.21147E+11,35449167.27,243,0.353126
2223,2022,31.86,1.15517E+11,29878583.84,242,-0.145773
2223,2023,34.58,76779700685,32543921.51,242,0.104965
2224,2008,9.46,2506683866,179740,163,
2224,2009,23.25,10415921107,530100,239,1.958485
2224,2010,15.58,6470798162,532836,238,0.010245
2224,2011,7.3,5215798423,516402,241,-0.435497
2224,2012,8.23,2143116224,581621.34,237,0.140385
2224,2013,11.34,3585562439,942231.64,238,1.083361
2224,2014,8.68,24725316280,3932353.78,242,0.54478
2224,2015,21.72,56624813785,10161740.4,151,1.51384
2224,2016,15.04,1.16353E+11,7100432.1,238,-0.303537
2224,2017,8.68,26255082651,4080188.01,244,-0.417578
2224,2018,5.4,9309920581,2544295.01,243,-0.373672
2224,2019,6.15,24525338542,3278301.58,244,0.141774
2224,2020,5.79,28831621032,3142059.88,243,-0.055635
2224,2021,5.29,7492625862,2871100.14,243,-0.082573
2224,2022,4.33,9344946053,2350111.37,242,-0.178106
2224,2023,5.09,12035201569,3225897.39,242,0.187841
2225,2008,4.81,4896420553,288600,168,
2225,2009,10.86,10980067677,847080,235,1.960864
2225,2010,10.47,12157014167,816660,236,-0.02958
2225,2011,9.36,42004216022,1381256.17,235,0.169917
2225,2012,7.31,14241076138,1946319.98,241,-0.214805
2225,2013,5.37,7913347891,1699295.4,206,-0.259757
2225,2014,6.91,15721849214,3643308.32,200,0.298692
2225,2015,7.65,32746392617,4316300.75,229,0.112328
2225,2016,6.72,18347801463,3915163.74,244,-0.117508
2225,2017,5.15,18144271834,3159061.42,244,-0.230706
2225,2018,4.42,7257641336,3044572.44,238,-0.141748
2225,2019,4.28,7586655240,2938141.21,234,-0.017343
2225,2020,4.56,11238737297,3701720.13,243,0.083348
2225,2021,4.47,14032695881,3633832.48,243,-0.006091
2225,2022,3.85,14619471330,3170920.3,242,-0.128327
2225,2023,3.78,8243089390,3120381.92,242,-0.002473
2226,2008,13.85,2889261221,186975,164,
2226,2009,47.99,10444434922,2075117.26,220,3.520637
2226,2010,25.68,13446785526,2220838.14,240,0.070222
2226,2011,12.65,5391901042,1554966.01,233,-0.242626
2226,2012,12.17,6938170815,1855669.39,236,-0.022889
2226,2013,14.17,11264424493,2591224.78,236,0.195807
2226,2014,12.58,14420576087,4974396.27,231,-0.078064
2226,2015,9.03,48086802887,7144499.57,185,0.461289
2226,2016,8.61,49064123607,6812197.27,209,-0.046512
2226,2017,6.29,17473332033,5731788.72,164,-0.263528
2226,2018,5.09,16376894295,4638053.14,118,-0.181074
2226,2019,5.48,21398325885,5251447.79,244,0.076621
2226,2020,6.86,19525433685,6573712.1,233,0.261139
2226,2021,5.95,30221035002,7982364.69,242,0.223864
2226,2022,4.9,23732222586,8736797.29,242,-0.1672
2226,2023,4.38,14871874704,8005178.23,242,-0.095607
2227,2008,13.21,4172455103,363275,164,
2227,2009,21.89,9925484369,601975,242,0.672142
2227,2010,31.11,18789160998,855525,239,0.425963
2227,2011,22.42,7061910429,2434295.22,242,-0.276362
2227,2012,16.35,4394477386,1775233.13,241,-0.267465
2227,2013,29.15,8272931733,3164865.06,236,0.790963
2227,2014,18.92,21590664317,4119822.43,245,0.301604
2227,2015,39.5,84071403778,8649813.89,219,1.095488
2227,2016,24.17,39406050298,5306986.36,244,-0.387722
2227,2017,18.2,13576528566,3994249.13,244,-0.246586
2227,2018,10.17,4881070782,2236408.3,243,-0.440489
2227,2019,11.08,7805083662,2440983.15,244,0.091225
2227,2020,15.14,23535749806,3335498.52,243,0.368434
2227,2021,17.09,17557363258,3765360.03,243,0.128798
2227,2022,12.5,18603720473,3065810.24,242,-0.268578
2227,2023,13.37,13292638307,3309851.9,242,0.0696
2228,2008,9.79,1778656798,244750,159,
2228,2009,15.76,10546442570,748594.09,240,2.093026
2228,2010,16.3,8805997498,774250,235,0.041593
2228,2011,5.81,3429960996,2018998.24,237,-0.426894
2228,2012,4.38,2125710554,1522051.97,241,-0.23252
2228,2013,6.55,2903073141,2276151.2,238,0.522043
2228,2014,13.48,9543702315,4684353.92,245,1.066994
2228,2015,16.88,17753630993,5790555.1,131,0.256442
2228,2016,5.25,36082715889,5453112.63,223,-0.123748
2228,2017,4.28,8299043853,4463921.57,244,-0.175623
2228,2018,4.28,16151564876,4988094.92,243,0.010203
2228,2019,4.02,15445081955,4685121.17,244,-0.051682
2228,2020,4.21,19798628938,5197465.84,243,0.073776
2228,2021,3.65,8325207736,4506169.9,243,-0.108799
2228,2022,3.21,6785536048,3962961.92,242,-0.0822
2228,2023,3.43,6983041741,4234577.32,242,0.108732
2229,2008,10.47,2408628224,209400,160,
2229,2009,19.7,11942374861,776901.02,241,2.249271
2229,2010,18.55,8300993395,734540.12,238,-0.049944
2229,2011,14.16,3052514597,1012008.3,240,-0.228973
2229,2012,5.82,10700919387,1042057.68,242,-0.206733
2229,2013,14.68,37135800638,2633723.27,222,1.543585
2229,2014,15.36,69873265076,2853834.1,245,0.048347
2229,2015,29.76,1.0759E+11,6119723.46,231,0.9375
2229,2016,23.54,87477031654,4957792.4,244,-0.209005
2229,2017,9.4,28381155023,3466808.59,244,-0.400522
2229,2018,7.27,53397526205,2993072.99,243,-0.222613
2229,2019,6.66,32899689741,3318230.85,244,-0.080271
2229,2020,6.39,25125045062,3183846.95,243,-0.04054
2229,2021,6.43,8686615087,3203881.9,243,0.00626
2229,2022,6.65,20994993887,3284950.61,242,0.034214
2229,2023,27.8,4.79094E+11,13709967.57,242,3.180451
2230,2008,23.5,3943946286,629800,160,
2230,2009,36.19,15062041092,2986563.93,240,1.327301
2230,2010,79,23319381671,6519440.48,236,1.192416
2230,2011,35,19643992781,7209025.5,240,-0.33341
2230,2012,30.3,25453046006,10015022.91,232,0.30408
2230,2013,47.85,92769887870,15831235.04,238,0.58411
2230,2014,26.65,94739656643,15670517.06,243,-0.04907
2230,2015,37.05,3.72768E+11,33654073.36,231,1.089552
2230,2016,27.09,1.23395E+11,31435021.75,196,-0.266284
2230,2017,59.14,5.95958E+11,69957944.63,244,1.190233
2230,2018,24.64,3.21763E+11,44900851.07,243,-0.373957
2230,2019,34.48,3.14451E+11,63812491.45,244,0.403387
2230,2020,40.87,4.24136E+11,82822072.57,243,0.188713
2230,2021,52.51,4.83287E+11,109236700.8,243,0.28917
2230,2022,32.83,1.66826E+11,69563620.09,242,-0.373136
2230,2023,46.38,9.22399E+11,99932217.62,242,0.414915
2231,2008,7.12,2569446863,192240,158,
2231,2009,18.85,10287379004,508950,241,1.669626
2231,2010,14.63,10687892117,592515,241,0.171747
2231,2011,11.8,4019205547,831900,241,-0.187166
2231,2012,6.09,13690997185,1076712,242,0.040055
2231,2013,6.41,12768533001,1214086.05,216,0.052545
2231,2014,7.86,23720012534,1601003.4,245,0.226209
2231,2015,16.36,66766101013,3458315.86,181,1.082164
2231,2016,15.29,27576761416,3828233.75,191,-0.065403
2231,2017,11,11163322092,3178069.4,234,-0.280576
2231,2018,6.82,10177863617,2086096.14,243,-0.379123
2231,2019,7,23640643356,2497600,244,0.026393
2231,2020,4.85,16211986345,1730480,243,-0.307143
2231,2021,6.03,6392021490,1837755.56,243,0.243299
2231,2022,8.27,36411469314,2438138.8,242,0.371476
2231,2023,6.53,28810890197,1925166.55,242,-0.210399
2232,2008,13.21,3601653889,422720,160,
2232,2009,17.34,20090123550,1763217.9,237,1.644499
2232,2010,22.99,23782050084,3042590.31,233,0.442623
2232,2011,8.04,12768927484,3103841.52,240,-0.510396
2232,2012,6.26,8122202805,2411683.72,240,-0.221393
2232,2013,7.62,8766573387,2943218.73,238,0.219262
2232,2014,10.27,28336270311,4087159.67,245,0.348098
2232,2015,21.28,79020597739,8524801.98,244,1.072191
2232,2016,13.31,34788042022,5345341.85,244,-0.374486
2232,2017,10.58,19930943848,4258450.14,244,-0.198933
2232,2018,6.79,9524002284,2741207.32,243,-0.354029
2232,2019,8.69,18420067588,3499446.65,244,0.281655
2232,2020,11.51,35049044690,4702392.72,243,0.326665
2232,2021,22.26,58316233762,9094288.61,243,0.941729
2232,2022,12.57,54860146651,5135454.08,242,-0.43327
2232,2023,16.95,79450784754,6924896.31,242,0.353207
2233,2008,7.42,10559758667,742000,154,
2233,2009,16.43,26181602582,1975707.5,241,1.2346
2233,2010,16.25,16657798924,1954062.5,238,-0.007626
2233,2011,9.4,66533850123,4264366.11,240,0.161719
2233,2012,8.4,27661521522,3810710.14,241,-0.08688
2233,2013,6.43,13815401955,3572867.88,238,-0.226169
2233,2014,10.17,16356507812,7725701.2,245,0.62855
2233,2015,14.65,64358725263,11106795.9,213,0.477514
2233,2016,9.35,22916673319,7088503.72,234,-0.348525
2233,2017,11.91,86832604466,9570621.72,244,0.294373
2233,2018,10.06,38084002159,11691427.99,243,-0.09924
2233,2019,12.6,44634480411,14641826.28,244,0.336796
2233,2020,12.74,85701857981,15184300.99,243,0.076762
2233,2021,10.58,49426297037,12609882.61,243,-0.13833
2233,2022,7.1,26109361631,8462208.56,242,-0.281534
2233,2023,7.08,15493126795,8435704.67,242,0.011937
2234,2008,12.08,6401307534,326160,155,
2234,2009,16.78,10752918104,844789.1,242,0.389073
2234,2010,22.37,8573461794,1112608.37,239,0.333135
2234,2011,26.88,14786818306,1721074.76,237,0.20667
2234,2012,9.6,9222636679,2021523.11,241,-0.258922
2234,2013,8.96,14574907627,1886754.9,238,-0.066667
2234,2014,8.7,10049329952,1797810.71,244,-0.029018
2234,2015,17.98,30754901376,3706615.12,239,1.066667
2234,2016,21.58,39616171769,4448762.75,244,0.200222
2234,2017,11.4,34951532387,2350158.55,244,-0.471733
2234,2018,11.45,20408823796,2188716.27,243,0.004386
2234,2019,31.81,1.49586E+11,6557759.82,244,1.778166
2234,2020,15.31,56304307817,3156218.26,243,-0.505361
2234,2021,17.16,26995663287,4342627.39,243,0.143945
2234,2022,19.34,53483531391,4956269.32,242,0.12704
2234,2023,12.1,32349742338,3671447.21,242,-0.374354
2235,2008,9.5,2496704352,237500,153,
2235,2009,15.9,9409822397,643718.97,239,1.52753
2235,2010,14.33,8181144258,818302.1,238,0.171634
2235,2011,9.56,3461728003,921726.96,237,-0.332868
2235,2012,6.74,3372157421,710879.92,241,-0.294979
2235,2013,10.61,16116450610,1119055.78,238,0.629927
2235,2014,15.77,53124474087,2010906.08,212,0.486334
2235,2015,29.1,27768191527,3972366.36,90,0.845276
2235,2016,15.92,40604946654,3617793.11,232,-0.179382
2235,2017,10.26,18575896806,3423297.16,244,-0.355528
2235,2018,5.15,66917459909,2576823.97,243,-0.247076
2235,2019,8.61,97001484020,4510466.14,244,0.671845
2235,2020,4.54,83069265665,2469847.06,243,-0.472706
2235,2021,5.23,39677893810,2867480.48,243,0.151982
2235,2022,7.41,66150850508,4062435.81,242,0.416826
2235,2023,7.55,1.68306E+11,4139188.98,242,0.018894
2236,2008,38.1,2973274989,640080,153,
2236,2009,72.38,8871300246,1700988.77,242,0.910073
2236,2010,83.88,17969716640,4203201.3,237,1.335369
2236,2011,49.6,15791131740,7307602.22,237,0.18973
2236,2012,46.35,19796954079,14052738.03,240,0.877176
2236,2013,40.88,55721368502,25541893.01,236,0.768145
2236,2014,21.95,1.04011E+11,14492371.78,245,-0.461141
2236,2015,36.9,2.03582E+11,24380858.48,241,0.684816
2236,2016,13.68,79060631101,23375113.92,244,-0.067554
2236,2017,23.09,1.38346E+11,39296671.94,244,0.695554
2236,2018,11.46,1.6958E+11,21021182.86,243,-0.499546
2236,2019,19.88,1.95385E+11,36055173.52,242,0.744733
2236,2020,19.89,2.61697E+11,36961226.47,243,0.008742
