Stkcd,Trdynt,Yclsprc,Ynvaltrd,Ysmvosd,Ndaytrd,Yretwd
600057,2016,11.5,19749176657,11308262.56,244,-0.118098
600057,2017,8.09,16570837472,11684276.43,233,-0.250657
600057,2018,4.18,10258639467,8934932.96,243,-0.226486
600057,2019,4.15,11520656504,8953434.45,244,0.049504
600057,2020,6.02,44785423200,12987873.59,243,0.509569
600057,2021,8.49,39495753589,18134231.35,243,0.481287
600057,2022,10.27,45104562052,21936225.67,242,0.281897
600057,2023,6.71,26551786345,14435201.32,242,-0.29561
600058,2000,25.5,12747075346,3060000,237,0.939031
600058,2001,19.79,2525948941,2374800,239,-0.223922
600058,2002,14.31,1206184423,1717200,235,-0.262211
600058,2003,11.45,5880425730,1786200,235,0.062956
600058,2004,6.05,7518480953,1415700,240,-0.198849
600058,2005,5.7,10210160379,1333800,238,-0.028952
600058,2006,7.32,17292858869,2226744,216,0.735547
600058,2007,44.18,76157115573,13439556,238,5.098518
600058,2008,11.59,51657270240,6364506.24,238,-0.689203
600058,2009,19.42,1.04084E+11,20816506.01,243,0.703508
600058,2010,32.7,1.28891E+11,35051480.25,240,0.694288
600058,2011,21.91,1.41438E+11,23485563.68,242,-0.327324
600058,2012,17.17,56367946499,18404706.91,241,-0.20972
600058,2013,13.56,18487831526,14535109.24,130,-0.21025
600058,2014,17.46,41414094659,18715561.01,236,0.300647
600058,2015,22.7,1.31032E+11,24332373.14,174,0.303538
600058,2016,15.23,79556013896,16325200.13,244,-0.329075
600058,2017,12.08,26549784931,12948681.39,244,-0.206829
600058,2018,6.51,7360044412,6978138.73,243,-0.461093
600058,2019,8.02,12050164346,8596723.9,244,0.231951
600058,2020,7.33,9753554465,7857105.51,243,-0.086035
600058,2021,9.27,34142059999,9936612.29,243,0.264666
600058,2022,8.61,36697329254,9229151.22,242,-0.071197
600058,2023,9.38,13618791967,10054522.47,242,0.089431
600059,2000,14.42,4733390450,1180998,237,0.24619
600059,2001,11.9,2347635661,1266993,238,-0.157354
600059,2002,11.99,1400134928,1276575.3,236,0.021644
600059,2003,6.39,1970286688,680343.3,240,-0.456344
600059,2004,5.86,2073796943,623914.2,242,-0.054239
600059,2005,6.38,2632077882,679278.6,240,0.120525
600059,2006,16.34,7367743101,2261635.74,215,2.41583
600059,2007,26.74,37478144244,3701110.14,239,0.647135
600059,2008,7.11,20607768924,1574563.54,245,-0.57189
600059,2009,9.75,35175511944,3238817.4,241,1.056962
600059,2010,13.65,32861289767,4534344.36,240,0.406604
600059,2011,10.5,25499364801,6341861.36,242,-0.230769
600059,2012,11.42,33847183111,6897529.21,240,0.091321
600059,2013,9.49,25374987664,6024786.88,238,-0.161954
600059,2014,8.94,25504977689,7228206.04,238,-0.00671
600059,2015,10.99,75615074075,8885680.57,244,0.239572
600059,2016,10.24,22172600814,8279287.45,244,-0.068244
600059,2017,9.39,16912649535,7592041.91,244,-0.072705
600059,2018,6.6,8317745662,5336259.49,243,-0.289147
600059,2019,8.51,14193993046,6880540.64,244,0.303996
600059,2020,17.01,50996506246,13752996.05,243,1.02091
600059,2021,12.23,84852237837,11148163.71,243,-0.278302
600059,2022,9.71,31987610281,8851076.83,242,-0.199768
600059,2023,9.3,28462241467,8477344.44,242,-0.03426
600060,2000,13.82,6711406298,1760668,237,0.282004
600060,2001,9.08,3686998574,1850867.2,239,-0.320648
600060,2002,6.46,2684674717,1316806.4,235,-0.288546
600060,2003,6.17,3056917688,1257692.8,239,-0.044892
600060,2004,6.12,8118551567,1247500.8,242,-0.008104
600060,2005,6.63,3892218946,1351459.2,241,0.102108
600060,2006,6.45,6763955566,1643460,211,0.216063
600060,2007,13.34,26760515755,3399032,237,1.08471
600060,2008,6.4,11134985337,1630720,241,-0.512724
600060,2009,25.79,32504637642,12734271.82,239,3.077791
600060,2010,11.55,43421674205,10009827.31,240,-0.323259
600060,2011,11.88,34002904369,10322226.27,240,0.04463
600060,2012,10.11,52716630779,13210183.19,242,0.276515
600060,2013,11.54,62097776298,15099873.3,238,0.173756
600060,2014,11.43,66950464774,14955940.37,245,0.027059
600060,2015,19.67,2.01303E+11,25737825.64,242,0.743406
600060,2016,17.12,63445738376,22401198.52,244,-0.112365
600060,2017,15.02,62359157708,19653387.95,243,-0.096467
600060,2018,8.68,28875828380,11357617.01,243,-0.41239
600060,2019,10.85,39506110288,14197021.26,244,0.262872
600060,2020,11.48,52939798045,15021364.43,243,0.068198
600060,2021,13.45,68772027126,17338142.44,243,0.192869
600060,2022,13.54,34938759336,17454159.75,242,0.013824
600060,2023,20.9,41562597107,26941797.54,242,0.590708
600061,2000,20.6,2930443712,964080,237,1.597391
600061,2001,8.99,2123568549,841464,237,-0.125523
600061,2002,4.8,2354125436,584064,236,-0.304468
600061,2003,3.72,729684668,452649.6,239,-0.225
600061,2004,3.08,822322789,374774.4,242,-0.172043
600061,2005,2.34,462446025,284731.2,240,-0.24026
600061,2006,2.71,2006145778,523138.02,197,0.83731
600061,2007,11.63,22704323346,3062943.58,237,3.291513
600061,2008,3.43,10458706825,1089256.93,243,-0.705073
600061,2009,10.2,20739398183,4376645.99,242,1.973761
600061,2010,13.25,18277003632,5685348.96,240,0.29902
600061,2011,5.68,8648981156,2437191.1,242,-0.571321
600061,2012,4.36,6078083197,1870801.62,242,-0.232394
600061,2013,6.16,11144122513,2643150.91,238,0.412844
600061,2014,23.04,30273702576,9886070.94,158,2.74026
600061,2015,25.93,1.33329E+11,11126120.63,213,0.125434
600061,2016,15.61,93610428381,30632517.48,233,-0.390219
600061,2017,13.18,37017647960,25863970.56,244,-0.151799
600061,2018,8.99,19137090235,37522749.01,243,-0.313249
600061,2019,15.14,62040149333,63191815.36,244,0.693546
600061,2020,13.83,1.15324E+11,58461204.12,243,-0.075975
600061,2021,8.22,78302944728,52815976.58,243,-0.083183
600061,2022,6.39,38660682014,41057704.4,242,-0.204578
600061,2023,6.74,50773968318,43306569.73,242,0.068251
600062,2000,16.88,5601477381,1856462.4,237,1.289375
600062,2001,16.39,2516536868,2343343.86,238,0.043759
600062,2002,12.87,1740480044,2392097.99,235,0.026916
600062,2003,20.65,2547838251,3838137.03,237,0.616133
600062,2004,4.19,4555282341,778779.38,241,-0.797094
600062,2005,5.34,4958858652,992525.51,239,0.274463
600062,2006,7.67,5806651980,1881783.76,208,0.947977
600062,2007,33.56,20047443330,8233723.97,233,3.4182
600062,2008,24.09,8764355117,5924372.95,243,-0.27701
600062,2009,23.55,23814600757,7439598.22,242,0.179259
600062,2010,28.49,26802803886,9066645.09,241,0.221812
600062,2011,15.6,17487271422,8918456.79,242,-0.447438
600062,2012,22.7,27318557453,12977498.02,241,0.486327
600062,2013,22.37,26272474867,12788838.36,238,0.001362
600062,2014,20.26,34657476358,11582559.91,227,-0.075687
600062,2015,22.81,73405835726,13040384.57,212,0.125864
600062,2016,22.23,25003554259,12708800.92,244,-0.016139
600062,2017,24.75,28743114518,16979369.67,244,0.341367
600062,2018,12.09,28802549760,9952997.79,243,-0.411189
600062,2019,13.05,34441599097,13614252.12,244,0.103305
600062,2020,11.99,33111346551,12508420.14,243,-0.060351
600062,2021,13.37,15502352691,13948088.18,243,0.143313
600062,2022,17.89,2.6294E+11,18327376.69,242,0.392416
600062,2023,18.6,70549024886,18991740.2,242,0.057561
600063,2000,11.92,5636088417,1180080,237,0.559494
600063,2001,9.15,2241866832,905850,237,-0.223712
600063,2002,7.26,897259279,718740,234,-0.182018
600063,2003,5.17,1022837524,511830,239,-0.276569
600063,2004,4.16,829071690.1,411840,240,-0.175375
600063,2005,3.23,644386910,319770,240,-0.205554
600063,2006,5.5,2719728356,729630,216,1.281727
600063,2007,20.64,34054554212,2972248.86,239,2.752727
600063,2008,4.82,11147819331,1256925.45,243,-0.648692
600063,2009,12.34,29968573558,4542096.71,241,1.565449
600063,2010,9.47,21263569473,3485709.55,236,-0.232577
600063,2011,4.04,31993381828,2974079.53,242,-0.141948
600063,2012,2.65,20557373039,3969311.19,240,0.049505
600063,2013,2.07,11300381789,3100556.29,226,-0.218868
600063,2014,4.7,30912782355,7039910.42,191,1.275281
600063,2015,6.75,1.23015E+11,10110509.64,239,0.442091
600063,2016,4.63,26785901539,7038124.49,244,-0.314074
600063,2017,3.74,17332549969,5685223.67,244,-0.192225
600063,2018,2.33,6841984918,4487334.63,243,-0.373827
600063,2019,3.92,17552733481,7549507.19,244,0.69716
600063,2020,3.66,29473237816,7048774.57,243,-0.049504
600063,2021,6.13,1.10356E+11,11805734.46,243,0.713814
600063,2022,5.85,89173450476,11266483.95,241,-0.032312
600063,2023,4.3,30526073750,8281347.18,242,-0.244036
600064,2000,17.55,11056438624,2728807.38,237,0.140733
600064,2001,11.09,2915139948,1724357.48,239,-0.368091
600064,2002,8.02,1426442303,1247010.55,233,-0.276826
600064,2003,6.12,1053715622,951584.11,240,-0.217417
600064,2004,4.86,1439415726,755669.74,242,-0.205882
600064,2005,4.13,956349549,642163.79,238,-0.106739
600064,2006,8.78,6623054954,1802039.09,211,1.936719
600064,2007,32.72,58551410940,7303566.2,233,2.758113
600064,2008,9.33,18434160850,2107180.6,243,-0.711014
600064,2009,25.44,40799896815,8755071.39,238,1.78678
600064,2010,14.64,29873539067,7557443.7,240,-0.132244
600064,2011,9.03,18745827848,4661456.05,242,-0.378531
600064,2012,12.17,11721816282,6282383.19,241,0.371667
600064,2013,11.02,14179251471,5688731.53,238,-0.071442
600064,2014,17.99,18700456436,9286776.79,245,0.67219
600064,2015,18.95,1.07688E+11,14673520.3,244,0.58485
600064,2016,16.75,34435358808,12938923.67,244,-0.09536
600064,2017,14.19,18258755245,10961392.65,244,-0.130063
600064,2018,7.88,19492724224,9739340.28,242,-0.105206
600064,2019,9.75,50144753087,12050579.66,244,0.265819
600064,2020,10.27,35138874030,12693277.24,243,0.096384
600064,2021,9.34,14152219241,11543837.33,243,-0.042539
600064,2022,6.61,31635949617,11437545.05,242,0.05251
600064,2023,6.04,21812578176,10451251.45,242,-0.025315
600065,2000,16.53,3123230516,826500,238,0.612683
600065,2001,10.1,2611907935,606000,236,-0.264434
600065,2002,6.64,1319918362,398400,233,-0.342574
600065,2003,5.75,1051773263,345000,239,-0.134036
600065,2004,3.67,1237119576,220200,241,-0.361739
600065,2005,1.85,443377036,111000,238,-0.495913
600065,2006,1.7,84103876,102000,27,-0.081081
600066,2000,16.91,4356404850,1584858.31,239,0.286136
600066,2001,13.8,2806466261,1293379.35,239,-0.154993
600066,2002,12.37,2128496886,1159355.25,236,-0.066659
600066,2003,13.63,1661912250,1277446.41,240,0.101859
600066,2004,9.48,2098862218,1332743.07,239,0.069166
600066,2005,7.25,1817983840,1325010.91,240,0.047979
600066,2006,13.17,8863260307,3682634.83,216,2.336388
600066,2007,34.46,22307447112,9635808.37,240,1.69438
600066,2008,9,13914782494,3385397.21,243,-0.651687
600066,2009,19.99,27449709834,8038975.14,241,1.324738
600066,2010,21.03,26571928067,9003877.11,240,0.119898
600066,2011,23.66,22750338793,12300638.17,240,0.141231
600066,2012,25.2,27498249075,16976246.87,233,0.191378
600066,2013,17.56,37212843875,21469727.36,238,0.280356
600066,2014,22.33,53371905165,27797822.99,214,0.313224
600066,2015,22.49,1.18935E+11,42809360.18,244,0.553424
600066,2016,19.59,61516847394,37289255.93,244,-0.062182
600066,2017,24.07,72938917057,53289517.1,244,0.284843
600066,2018,11.85,47226264188,26235179.79,243,-0.493257
600066,2019,14.25,59147627008,31548633.93,244,0.247235
600066,2020,16.92,63569689516,37459851.65,243,0.284375
600066,2021,11.02,59006390578,24397610.24,243,-0.323765
600066,2022,7.51,54416462633,16626683.56,242,-0.276754
600066,2023,13.25,69847273612,29334694.7,241,0.906827
600067,2000,16.99,3475316877,1154033.35,238,0.605146
600067,2001,13.42,1817154705,911543.7,237,-0.205394
600067,2002,9.07,930691884,985716.98,234,0.095806
600067,2003,9.86,1324602616,1071573.25,240,0.0871
600067,2004,6.01,2712249673,1045055.62,240,-0.021161
600067,2005,4.51,2214724133,941071.72,218,-0.090673
600067,2006,7.25,9975570322,1913703.77,237,1.03936
600067,2007,20.42,40003475916,6236784.22,237,2.053174
600067,2008,4.01,9426859382,1600948.68,235,-0.778198
600067,2009,13.99,40963869392,7208427.23,240,2.506005
600067,2010,8.7,41771580714,6325335,238,-0.250713
600067,2011,6.09,19898195725,4427734.5,243,-0.295921
600067,2012,6.56,28070473645,7719834.63,240,0.748576
600067,2013,6.47,42996521728,7702910.64,238,0.011779
600067,2014,8.1,34164601006,9666070.68,245,0.251932
600067,2015,8.74,1.47424E+11,12960587.3,242,0.095612
600067,2016,7.16,29624812323,10683512.79,244,-0.167857
600067,2017,6.52,22641833022,9728561.93,244,-0.075091
600067,2018,3.72,6919546932,5550651.9,243,-0.416049
600067,2019,3.98,7245291316,5938600.69,244,0.092043
600067,2020,3.65,6637905841,5446204.15,243,-0.082914
600067,2021,3.95,16069569096,5893837.36,243,0.100271
600067,2022,3.1,28858653963,4314173.09,242,-0.21519
600067,2023,2.51,9697436129,3493088.53,242,-0.190323
600068,2000,8.55,5490702073,2956590,237,0.259695
600068,2001,7.14,2945541881,2469012,236,-0.155736
600068,2002,5.46,1373239482,1888068,236,-0.231534
600068,2003,5.68,2018549468,1964144,239,0.040293
600068,2004,3.98,1734296766,1376284,240,-0.299296
600068,2005,3.1,854353765,1071980,241,-0.213394
600068,2006,3.41,7263119803,2358356.2,215,1.220059
600068,2007,15.38,97191803463,11971751.74,218,3.520923
600068,2008,8.84,26560933047,6946625.66,241,-0.418378
600068,2009,11.71,55800578690,14379385.53,234,0.587902
600068,2010,11.6,1.07246E+11,40454524.13,237,0.499387
600068,2011,7.7,1.19579E+11,26853434.12,239,-0.329648
600068,2012,5.49,33373076026,19146149.78,242,-0.276929
600068,2013,3.96,22221818040,13810337.55,229,-0.257145
600068,2014,9.33,68365769162,32537992.26,231,1.422282
600068,2015,7.87,3.83628E+11,32649295.43,244,-0.145624
600068,2016,9.19,95246636585,38125416.14,244,0.202837
600068,2017,8.2,1.72262E+11,37759174.78,244,-0.091182
600068,2018,6.32,75664580822,29102193.24,243,-0.20046
600068,2019,6.68,55945516456,30759913.11,244,0.091179
600068,2020,6.58,73224390199,30299435.37,233,0.008817
600068,2021,9.93,54832104724,45725439.7,162,0.524569
600069,2000,8.9,6809451274,1295840,237,0.077482
600069,2001,5.66,4342558732,824096,237,-0.364045
600069,2002,4.88,4464571177,710528,233,-0.137809
600069,2003,4.47,1786545144,650832,239,-0.084016
600069,2004,3.86,1700561686,562016,240,-0.136465
600069,2005,3.13,1230732313,638019.2,215,0.135233
600069,2006,4.28,4936776527,1089386.69,239,0.367412
600069,2007,17.7,34530978940,4989403.44,232,3.135514
600069,2008,3.45,14055034532,1133280.84,232,-0.802276
600069,2009,9.43,32484389334,3593207.2,235,1.733333
600069,2010,5.64,29406124792,3732552,239,-0.102863
600069,2011,6.06,69225031075,4010508,239,0.074468
600069,2012,5.22,11814584864,4308453.03,242,-0.138614
600069,2013,4.09,7555833833,3375780.25,238,-0.216475
600069,2014,4.72,11705490269,3895765.96,230,0.154035
600069,2015,5.25,32445240348,4333214.26,243,0.112288
600069,2016,13.29,37998632663,10969222.37,198,1.531428
600069,2017,8.49,44084155137,7007426.48,241,-0.361174
600069,2018,2.91,8786616131,4725356.49,186,-0.554417
600069,2019,2.67,18974307986,4335636.36,244,-0.082474
600069,2020,0.28,7017902021,454673.48,133,-0.895131
600070,2000,18.08,2429092801,564096,238,0.602837
600070,2001,16.27,987414939,507624,237,-0.082146
600070,2002,11.15,820028765,452244,236,-0.290267
600070,2003,9.54,547266894,386942.4,239,-0.134003
600070,2004,5.09,724473843,247740.48,241,-0.348348
600070,2005,3.77,401097742,183493.44,240,-0.238585
600070,2006,3.33,1741091240,288498.43,209,0.572254
600070,2007,8.78,10361609531,980158.71,240,1.652456
600070,2008,3.26,3704069208,386861.51,243,-0.623016
600070,2009,8.95,11379913012,1259048.05,243,1.792408
600070,2010,10.44,8957693548,1468654.93,240,0.196582
600070,2011,7.7,15888431476,1083203.35,239,-0.262452
600070,2012,7.64,14551278619,1397191.65,242,0.32339
600070,2013,8.03,8551289677,1468514.26,238,0.088495
600070,2014,7.78,12695985318,2134191.95,240,0.50605
600070,2015,9.5,38482413343,3387823.99,182,0.590785
600070,2016,14.69,30013810163,5238645.73,211,0.5486
600070,2017,9.65,9415133543,3441315.95,244,-0.337114
600070,2018,6.52,5143794971,2467433.42,243,-0.315635
600070,2019,9.65,21364985477,4259008.78,244,0.49466
600070,2020,8.5,47520937318,4436542,243,-0.114039
600070,2021,7.33,20293279958,3714262.97,242,-0.132762
600070,2022,5.56,11382658793,2817367.27,242,-0.241473
600070,2023,2.77,11266783483,1403616.43,241,-0.501799
600071,2000,24.4,5083175401,1186328,238,1.280374
600071,2001,7.33,5820401243,787609.97,237,-0.333562
600071,2002,5.98,4608638848,642552.2,236,-0.184175
600071,2003,4.8,1349983412,515760.96,240,-0.197324
600071,2004,5.09,2698741216,546921.52,240,0.075543
600071,2005,3.16,1511806266,339542.63,240,-0.379175
600071,2006,5.3,4545041616,746026.74,219,1.293799
600071,2007,9.26,18752267137,1413385.14,240,0.74717
600071,2008,3.1,4667694858,473163.49,244,-0.665227
600071,2009,7.68,13500793966,1263413.81,242,1.52338
600071,2010,12.32,21136335214,2925660.66,237,0.623824
600071,2011,7.06,17125309829,1676555.54,242,-0.426948
600071,2012,6.09,5469359537,1446207.26,242,-0.137394
600071,2013,5.93,6288536217,1408211.66,238,-0.026273
600071,2014,12.7,21426938490,3015900.19,160,1.141653
600071,2015,25.85,20295865442,6138662.99,243,1.035433
600071,2016,23.8,12035298138,5651844.45,131,-0.079304
600071,2017,16.7,12131532680,3965790.02,240,-0.298319
600071,2018,7.48,4033484628,1776293.97,243,-0.552096
600071,2019,11.46,7815311561,2721434.35,244,0.532086
600071,2020,11.41,10881088423,2709560.72,243,-0.004363
600071,2021,51.46,44995201125,12220332.59,237,3.510079
600071,2022,21.08,52338219002,5935577.58,242,-0.590361
600071,2023,22.91,30301780713,6450857.8,242,0.086812
600072,2000,9.95,4909691038,1241760,238,0.397472
600072,2001,9.27,4178363341,1156896,238,-0.068342
600072,2002,7.45,8787451359,1115712,235,-0.0356
600072,2003,5.38,3463520193,886279.68,240,-0.205638
600072,2004,4.17,3811707587,686949.12,242,-0.224907
600072,2005,2.9,1118432237,477734.4,240,-0.304556
600072,2006,5.82,7084563844,1265567.85,213,1.649102
600072,2007,42.7,73683135901,9285179.9,238,6.33677
600072,2008,10.07,18397124791,2189736.81,245,-0.763756
600072,2009,17.73,33020225122,6426179.21,243,0.764419
600072,2010,18.27,21187322717,7284090.45,240,0.133502
600072,2011,15.45,90497957640,7391737.1,243,0.014778
600072,2012,13.9,31924014991,6650171.25,242,-0.100324
600072,2013,12.23,26851869183,5851193.84,237,-0.120144
600072,2014,11.08,15741718605,5300999.81,244,-0.094031
600072,2015,19.57,68423890048,9362867,163,0.766978
600072,2016,17.34,44518979466,8295969.02,239,-0.112959
600072,2017,13.03,70344124429,7828147.37,244,-0.248558
600072,2018,6.97,20572791631,4187428.03,243,-0.46508
600072,2019,13.38,95805041952,9851023.43,233,0.922621
600072,2020,13.65,69607937767,10049810.9,243,0.02398
600072,2021,14.65,57773195001,10786060.79,240,0.078964
600072,2022,11.9,51589685227,8761373.61,235,-0.183888
600072,2023,18.54,2.16291E+11,13650072.83,242,0.561089
600073,2000,16,17991686080,1920000,238,0.909014
600073,2001,13.04,5648190759,1564800,239,-0.185
600073,2002,10.53,5883774858,1263600,235,-0.192485
600073,2003,9.43,5381800711,1131600,239,-0.104463
600073,2004,11.25,12035561502,1350000,241,0.193001
600073,2005,5.67,5045492747,904932,220,-0.32968
600073,2006,6.82,11293562941,1088472,238,0.202822
600073,2007,12.89,34306593301,2492668.2,240,1.079031
600073,2008,4.34,11929197586,916608,220,-0.663305
600073,2009,10.57,22306674104,3767148,242,1.435484
600073,2010,11.65,17978983523,4152060,204,0.102176
600073,2011,8.46,12116703798,3015144,242,-0.27382
600073,2012,6.42,6405073640,4527851.58,242,0.144245
600073,2013,8.78,29798603407,6811525,237,0.517263
600073,2014,9.38,30636415560,7717255.62,241,0.076534
600073,2015,14.15,80656743079,13268872.03,198,0.515978
600073,2016,11.45,56715788360,10737002.45,244,-0.190813
600073,2017,8.12,22278930650,7614363.31,244,-0.284377
600073,2018,7.45,14161186095,6986084.57,243,-0.078447
600073,2019,7.97,49436213734,7473703.89,244,0.081913
600073,2020,10.29,74686077224,9649236.27,243,0.306507
600073,2021,8.09,20774521020,7586231.43,243,-0.201073
600073,2022,7.95,27330760431,7454949.3,242,-0.004544
600073,2023,6.81,23408849710,6385937.7,242,-0.124162
600074,2000,15.04,3766801148,785088,236,0.571578
600074,2001,12.67,1689762823,661374,237,-0.152231
600074,2002,6.2,3164565546,1084752,229,-0.059494
600074,2003,6.52,1135025802,1140739.2,238,0.051613
600074,2004,4.75,3634287649,831060,242,-0.258227
600074,2005,2.87,2003738353,552348.72,239,-0.325686
600074,2006,2.57,6628414087,1088146.22,204,0.993443
600074,2007,7.85,35497700880,3405015.58,171,2.054475
600074,2008,2.77,12377475655,1201515.05,241,-0.647134
600074,2009,4.74,21828595979,3134281.39,242,0.711191
600074,2010,4.71,19570461887,3114444.17,239,-0.006329
600074,2011,2.97,16406490191,1963885.18,241,-0.369427
600074,2012,4.04,7567439817,2671412.83,206,0.360269
600074,2013,4.14,3104980528,2737536.91,93,0.024752
600074,2014,5.83,18866426009,5223570.89,150,0.908128
600074,2015,16.47,1.20573E+11,14756811.75,168,1.825043
600074,2016,13.24,1.20439E+11,11887683.4,244,-0.196114
600074,2017,9.87,21279194149,10127144.41,136,-0.254532
600074,2018,1.2,8984859152,1231263.76,242,-0.878419
600074,2019,1.04,1928455962,1067095.26,76,-0.133333
600074,2020,0.17,175110671,174429.03,30,-0.836538
600075,2000,15.36,5324987885,1492992,237,0.618546
600075,2001,9.69,2572969439,941868,237,-0.36491
600075,2002,6.86,1687213014,666792,235,-0.288348
600075,2003,6.31,951002964,613332,237,-0.080175
600075,2004,7.99,1061893305,776628,241,0.285058
600075,2005,8.11,1753493657,788292,239,0.015019
600075,2006,7.02,10705664084,1746800.64,192,1.21915
600075,2007,18.87,47072730789,4695459.84,238,1.688034
600075,2008,5.08,16098386267,1264066.56,244,-0.728648
600075,2009,9.44,29573080672,4140308.48,240,0.858268
600075,2010,12.35,43877767511,5416611.2,238,0.308263
600075,2011,8.73,31790126458,3828908.16,241,-0.293117
600075,2012,6.7,10314158056,2938566.4,242,-0.227753
600075,2013,6.42,11269536315,2815760.64,238,-0.041791
600075,2014,6.51,4605634963,2855233.92,178,0.014019
600075,2015,10.71,27673736733,4697320.32,162,0.645161
600075,2016,12.44,30482700943,5456084.48,244,0.161531
600075,2017,7.77,35228545730,6467745.5,244,-0.1183
600075,2018,4.52,11813861847,3762446.54,243,-0.414156
600075,2019,5.06,16279598675,4920963.1,234,0.141813
600075,2020,5.65,25967137715,5494751.29,242,0.116601
600075,2021,8.22,1.05958E+11,10349557.66,243,0.474906
600075,2022,5.47,35376859207,6940221.2,242,-0.323695
600075,2023,4.32,9862036631,7375802.26,242,-0.193435
600076,2000,23.56,7265346216,2261760,234,1.061242
600076,2001,12.37,2424795707,1543776,237,-0.453871
600076,2002,8.8,3737544529,1098240,236,-0.285741
600076,2003,7.43,4558327285,927264,238,-0.155682
600076,2004,3.67,4844732327,458016,241,-0.506057
600076,2005,2.39,1856318727,298272,241,-0.348774
600076,2006,1.64,2448390882,388876.8,207,0.303764
600076,2007,6.85,14562936992,2313064.16,236,3.176829
600076,2008,2.14,3758433653,764421.7,241,-0.687591
600076,2009,8.72,11049866827,3187473.92,216,3.074766
600076,2010,5.48,10861688536,2003137.28,239,-0.37156
600076,2011,3.65,5405022809,1334206.4,236,-0.333942
600076,2012,3.38,2112744407,1235511.68,241,-0.073973
600076,2013,4.64,8762132130,1696087.04,235,0.372781
600076,2014,5.27,10425098096,1926374.72,238,0.135776
600076,2015,10.34,31410329729,3779642.24,151,0.96205
600076,2016,9.39,42863088908,7064797.84,244,-0.091876
600076,2017,7.38,32025933325,5552524.82,244,-0.214057
600076,2018,4.1,13027253294,4240482.93,163,-0.430984
600076,2019,4.39,15075837561,4540419.53,244,0.075892
600076,2020,3.63,10992795243,3754378.79,243,-0.173121
600076,2021,3.79,22146718221,3919861.05,243,0.044078
600076,2022,2.92,5701612792,3020051.26,242,-0.229551
600076,2023,2.65,4633535048,2740799.94,242,-0.092466
600077,2000,18.71,4915644575,870777.28,238,-0.117036
600077,2001,12.88,1055306713,599444.76,238,-0.307619
600077,2002,8.34,805274340,388149.79,235,-0.352484
600077,2003,5.29,434529182,246200.53,239,-0.365707
600077,2004,4.45,861643578,207106.3,237,-0.15879
600077,2005,3.87,785084819,180112.67,239,-0.130337
600077,2006,5.06,1573103669,398930.49,182,1.214894
600077,2007,8.21,9208624306,889918.43,238,0.62253
600077,2008,3.24,4807492851,351198.02,242,-0.605359
600077,2009,11.86,12430387469,1474272.62,216,2.660494
600077,2010,7.93,9115114064,1040589.64,236,-0.331366
600077,2011,7.85,6163456058,1030091.88,233,-0.010088
600077,2012,6,17480478486,2481165.22,238,0.535964
600077,2013,4.37,19011832692,2126570.73,215,-0.266988
600077,2014,5.68,13879224966,6196677.97,245,0.312695
600077,2015,7.27,55909888591,9742689.31,241,0.281781
600077,2016,5.46,38174018945,7044358.55,244,-0.248039
600077,2017,3.56,8675146679,4770835.48,244,-0.347985
600077,2018,2.58,5140170247,3372301.56,243,-0.272139
600077,2019,2.99,7000956415,4006965.75,244,0.171564
600077,2020,3.08,8526096115,4127576.76,243,0.043139
600077,2021,2.71,6259332465,3631731.5,243,-0.116539
600077,2022,2.65,60864390410,3551324.16,242,-0.02214
600077,2023,0.41,4597127561,549450.15,106,-0.845283
600078,2000,14.72,8726064844,975593.32,237,0.621145
600078,2001,12.95,1206330101,858283.52,237,-0.093761
600078,2002,10.15,920885167,672708.71,235,-0.213276
600078,2003,5.4,1479842552,930525.15,239,0.14644
600078,2004,5.65,3041546330,973605.02,242,0.046296
600078,2005,4.65,1945573483,801285.54,240,-0.176991
600078,2006,5.88,5837512763,1114562.34,211,0.390967
600078,2007,11.68,39755945739,3633537.97,240,2.19273
600078,2008,5.94,42630703241,2604919.22,243,-0.490638
600078,2009,8.58,39263369630,4398585.01,241,0.446153
600078,2010,7.84,34809334913,4019221.35,239,-0.084232
600078,2011,6.93,82966454887,4589225.32,240,-0.115122
600078,2012,8.47,56894871429,5611992.13,241,0.226337
600078,2013,5.81,18677016491,3849548.32,238,-0.312142
600078,2014,6.83,19125476778,4525372.64,245,0.178931
600078,2015,7.9,52535213019,5234325.6,182,0.157927
600078,2016,7.14,26071766905,4730770.23,244,-0.094124
600078,2017,5.28,16324151222,3498384.71,244,-0.256731
600078,2018,3.17,4487119531,2100355.97,243,-0.394967
600078,2019,5.16,33476478264,3418875.96,234,0.631922
600078,2020,3.95,25615249341,2617162.8,243,-0.232905
600078,2021,9.36,26413346382,6201681.98,242,1.369621
600078,2022,11.62,48689305802,7699096.64,236,0.241453
600078,2023,8.43,15282063335,5585489.22,242,-0.268287
600079,2000,20.8,4971116537,1335776,237,1.598603
600079,2001,11.37,2455181891,730181.4,238,-0.451802
600079,2002,7.96,2557186886,664548.56,235,-0.279115
600079,2003,4.73,2583892307,552844.29,238,-0.165999
600079,2004,4.26,1835712980,497910.5,242,-0.090622
600079,2005,3.07,879974595.1,430587.39,214,-0.129615
600079,2006,4.89,6517820103,1058751.49,232,0.737961
600079,2007,8.36,30426381628,2719049.67,234,1.566462
600079,2008,4.19,11811285077,1362777.29,244,-0.497399
