danjia,area,floor,hall,room,school,chaoxiang,year,subway,district,city
119205,151,中层,4,2,0,南北向,2016,0,南山,深圳
91599,140,中层,4,2,1,南北向,2007,0,宝安,深圳
68003,141,高层,4,2,1,南向,2008,0,宝安,深圳
39634,164,中层,4,2,0,其他,2001,0,宝安,深圳
83333,168,中层,4,2,1,其他,2004,0,宝安,深圳
86022,93,中层,4,2,1,南向,2003,0,福田,深圳
41932,88,低层,4,2,0,其他,2016,0,龙岗,深圳
55400,154,低层,4,2,1,南向,2000,0,罗湖,深圳
51215,123,中层,4,2,0,南向,2006,0,龙华,深圳
54545,275,低层,4,2,1,南北向,2016,0,龙华,深圳
39083,120,中层,4,2,0,南北向,2014,0,龙岗,深圳
41573,89,中层,4,2,1,其他,2015,0,龙岗,深圳
42135,89,中层,4,2,1,其他,2016,0,龙岗,深圳
49412,85,中层,4,2,1,南北向,2014,0,龙岗,深圳
36565,88,高层,4,2,1,南向,2013,0,龙岗,深圳
60644,129,低层,4,2,1,南向,2005,0,宝安,深圳
100000,175,高层,4,2,1,南向,2010,0,南山,深圳
83616,177,中层,4,2,0,南向,2009,0,南山,深圳
107778,90,中层,4,2,1,其他,2010,0,南山,深圳
96429,140,中层,4,2,1,南向,2011,0,南山,深圳
91429,175,高层,4,2,1,南向,2010,0,南山,深圳
90000,140,中层,4,2,1,南向,2010,0,南山,深圳
84746,177,中层,4,2,0,其他,2009,0,南山,深圳
37576,165,中层,4,2,0,其他,2000,0,福田,深圳
37872,235,中层,4,2,0,南北向,2013,0,福田,深圳
110759,158,高层,4,2,1,南北向,2006,0,福田,深圳
12047,127,中层,4,2,0,南北向,2015,0,龙岗,深圳
52419,124,中层,4,2,1,其他,2015,0,龙华,深圳
44944,89,低层,4,2,1,其他,2005,0,龙岗,深圳
33953,129,中层,4,2,1,其他,2005,0,龙岗,深圳
76220,164,中层,4,2,0,南向,2003,0,福田,深圳
81899,169,中层,4,2,0,其他,2003,0,福田,深圳
91549,142,高层,4,2,1,南向,2011,0,南山,深圳
19554,127,中层,4,2,0,南北向,2015,0,龙岗,深圳
41798,89,低层,4,2,0,南北向,2015,0,龙岗,深圳
100709,141,高层,4,2,1,南向,2010,0,南山,深圳
90395,177,高层,4,2,0,南向,2003,0,南山,深圳
106742,89,中层,4,2,1,南向,2014,0,南山,深圳
11304,115,中层,4,2,0,南北向,2016,0,龙岗,深圳
32472,89,中层,4,2,1,其他,2013,0,龙岗,深圳
32584,89,中层,4,2,1,其他,2013,0,龙岗,深圳
84615,130,低层,4,2,0,其他,2000,0,福田,深圳
98540,137,高层,4,2,1,南向,2016,0,福田,深圳
91063,130,低层,4,2,1,其他,2005,0,福田,深圳
64677,201,中层,4,2,0,南北向,2009,0,南山,深圳
88158,152,中层,4,2,1,其他,2011,0,南山,深圳
90909,143,低层,4,2,1,其他,2011,0,南山,深圳
48547,117,中层,4,2,1,其他,2001,0,宝安,深圳
42484,153,低层,4,2,0,南北向,2015,0,龙华,深圳
42581,155,中层,4,2,0,南北向,2015,0,龙华,深圳
54630,108,中层,4,2,0,南北向,2015,0,龙华,深圳
37623,122,中层,4,2,1,其他,2005,0,龙岗,深圳
58163,98,高层,4,2,1,南向,2004,0,南山,深圳
55603,116,高层,4,2,1,南向,2002,0,南山,深圳
39384,146,低层,4,2,1,其他,2007,0,龙岗,深圳
50382,131,低层,4,2,0,南北向,2010,0,龙华,深圳
84507,142,中层,4,2,1,其他,2010,0,南山,深圳
66667,150,低层,4,2,0,南北向,2009,0,南山,深圳
70920,87,高层,4,2,1,其他,2010,0,龙华,深圳
66418,134,高层,4,2,1,南北向,2010,0,龙华,深圳
47442,86,低层,4,2,1,南向,2012,0,龙华,深圳
54545,88,高层,4,2,1,南北向,2012,0,龙华,深圳
72391,90,中层,4,2,1,南向,2015,0,龙华,深圳
47712,153,高层,4,2,1,其他,2013,0,龙华,深圳
44765,150,低层,4,2,1,南向,2014,0,龙华,深圳
49268,123,高层,4,2,1,南北向,2014,0,龙华,深圳
45312,128,高层,4,2,1,南向,2016,0,龙华,深圳
39748,140,中层,4,2,1,南向,2009,0,龙岗,深圳
40764,157,低层,4,2,0,其他,2013,0,龙华,深圳
70909,110,中层,4,2,1,其他,1999,0,福田,深圳
88811,143,中层,4,2,1,其他,2011,0,南山,深圳
93229,180,低层,4,2,0,其他,2015,0,南山,深圳
102326,86,中层,4,2,1,其他,2010,0,南山,深圳
50112,85,低层,4,2,1,南向,2012,0,龙华,深圳
70588,170,中层,4,2,1,南北向,2004,0,南山,深圳
107389,203,高层,4,2,1,南北向,2005,0,南山,深圳
64091,176,高层,4,2,1,南北向,2012,0,南山,深圳
106280,207,中层,4,2,1,南北向,2002,0,南山,深圳
114530,234,低层,4,2,1,南北向,2013,0,南山,深圳
100000,203,高层,4,2,1,南北向,2005,0,南山,深圳
101976,253,中层,4,2,1,南北向,2013,0,南山,深圳
80000,200,高层,4,2,0,南北向,2009,0,福田,深圳
37184,147,高层,4,2,1,其他,2004,0,龙华,深圳
30375,89,中层,4,2,0,南向,2016,0,龙岗,深圳
43747,128,高层,4,2,1,其他,2006,0,龙华,深圳
80546,89,高层,4,2,1,其他,2016,0,罗湖,深圳
109554,157,低层,4,2,1,南向,2006,0,福田,深圳
93333,150,中层,4,2,1,南北向,2006,0,南山,深圳
111570,242,低层,4,2,1,南北向,2006,0,福田,深圳
39669,121,中层,4,2,1,南向,2003,0,龙华,深圳
55447,153,高层,4,2,1,南向,2003,0,龙华,深圳
87134,88,高层,4,2,1,其他,2014,0,龙华,深圳
79054,89,低层,4,2,1,南北向,2014,0,龙华,深圳
81091,143,中层,4,2,1,南向,2014,0,龙华,深圳
50468,123,高层,4,2,1,南向,2008,0,龙华,深圳
45985,132,中层,4,2,1,其他,2012,0,龙华,深圳
36000,125,低层,4,2,1,其他,2003,0,龙华,深圳
40331,121,中层,4,2,1,南向,2003,0,龙华,深圳
47344,116,中层,4,2,1,其他,2002,0,龙岗,深圳
51600,125,高层,4,2,0,南向,2009,0,龙华,深圳
61310,168,中层,4,2,0,南向,2012,0,龙华,深圳
81871,89,中层,4,2,1,其他,2013,0,龙华,深圳
65926,135,高层,4,2,1,其他,2013,0,龙华,深圳
68335,130,中层,4,2,1,南向,2013,0,龙华,深圳
44022,92,高层,4,2,0,南北向,2009,0,龙岗,深圳
46942,121,低层,4,2,1,其他,2012,0,龙岗,深圳
44961,129,中层,4,2,1,其他,2012,0,龙岗,深圳
41135,141,中层,4,2,1,南北向,2009,0,龙岗,深圳
58427,89,中层,4,2,0,南向,2013,0,宝安,深圳
52419,124,高层,4,2,0,南北向,2013,0,宝安,深圳
57303,89,低层,4,2,0,南北向,2014,0,宝安,深圳
79000,300,中层,4,2,0,南北向,2016,0,宝安,深圳
43964,159,中层,4,2,0,南向,2007,0,宝安,深圳
65868,167,高层,4,2,0,南北向,2012,0,龙华,深圳
61712,153,高层,4,2,0,南北向,2012,0,龙华,深圳
59111,143,低层,4,2,0,南向,2012,0,龙华,深圳
58392,143,中层,4,2,0,南北向,2012,0,龙华,深圳
66102,118,中层,4,2,0,南北向,1989,0,福田,深圳
57576,165,低层,4,2,1,南北向,2010,0,龙岗,深圳
44944,89,中层,4,2,1,其他,2012,0,龙岗,深圳
48921,139,低层,4,2,1,其他,2010,0,龙岗,深圳
44961,129,中层,4,2,1,南北向,2012,0,龙岗,深圳
44719,89,中层,4,2,1,其他,2012,0,龙岗,深圳
37162,142,高层,4,2,1,南北向,2009,0,龙岗,深圳
37157,142,高层,4,2,1,南北向,2009,0,龙岗,深圳
43596,89,中层,4,2,1,其他,2012,0,龙岗,深圳
42017,119,中层,4,2,0,其他,2002,0,宝安,深圳
43844,93,高层,4,2,0,南北向,2009,0,龙岗,深圳
42857,119,中层,4,2,0,南北向,2002,0,宝安,深圳
51064,141,中层,4,2,1,其他,2009,0,宝安,深圳
52439,123,高层,4,2,0,其他,2009,0,龙华,深圳
52439,123,高层,4,2,0,其他,2009,0,龙华,深圳
34615,130,中层,4,2,0,南北向,2017,0,坪山,深圳
43182,88,中层,4,2,0,南北向,2018,0,龙岗,深圳
79021,143,高层,4,2,1,南北向,2014,0,龙华,深圳
96629,89,高层,4,2,1,其他,2014,0,龙华,深圳
93258,89,低层,4,2,1,南向,2014,0,龙华,深圳
64727,165,高层,4,2,1,其他,2007,0,罗湖,深圳
92000,250,中层,4,2,0,南北向,2016,0,宝安,深圳
63688,141,中层,4,2,1,南北向,2003,0,湖里,厦门
64257,249,低层,4,2,0,南北向,2016,0,湖里,厦门
82396,249,中层,4,2,1,南北向,2016,0,湖里,厦门
63682,201,高层,4,2,1,南向,2004,0,岛外,厦门
37891,128,低层,4,2,1,其他,2012,0,岛外,厦门
72651,186,高层,4,2,0,其他,2012,0,岛外,厦门
45877,247,低层,4,2,0,其他,2012,0,岛外,厦门
37952,166,高层,4,2,1,南北向,2011,0,岛外,厦门
47140,94,中层,4,2,1,南向,2005,0,岛外,厦门
23724,168,高层,4,2,0,南北向,2002,0,岛外,厦门
37012,178,低层,4,2,0,南北向,2006,0,岛外,厦门
40116,172,高层,4,2,1,南北向,2007,0,岛外,厦门
42156,147,高层,4,2,0,南北向,2006,0,岛外,厦门
43805,226,高层,4,2,1,南北向,2011,0,岛外,厦门
48333,120,高层,4,2,1,南北向,2011,0,岛外,厦门
34118,170,中层,4,2,0,南北向,2006,0,岛外,厦门
23140,242,高层,4,2,0,南北向,2015,0,岛外,厦门
44444,153,低层,4,2,1,南北向,2012,0,岛外,厦门
47368,95,中层,4,2,1,南北向,2005,0,岛外,厦门
34766,128,中层,4,2,0,南北向,2015,0,岛外,厦门
42031,128,中层,4,2,0,南北向,2014,0,岛外,厦门
38281,128,低层,4,2,0,南北向,2015,0,岛外,厦门
53061,123,低层,4,2,0,南北向,2005,0,思明,厦门
50500,120,高层,4,2,1,南北向,2017,0,岛外,厦门
50500,120,高层,4,2,1,南北向,2017,0,岛外,厦门
38865,141,高层,4,2,1,南北向,2016,0,岛外,厦门
46856,114,低层,4,2,1,南北向,2011,0,岛外,厦门
22400,125,高层,4,2,0,南北向,2008,0,岛外,厦门
75000,248,高层,4,2,1,南北向,2016,0,湖里,厦门
78020,298,低层,4,2,1,南北向,2013,0,湖里,厦门
76518,247,低层,4,2,1,南北向,2017,0,湖里,厦门
82661,248,高层,4,2,0,其他,2016,0,湖里,厦门
57078,219,高层,4,2,0,南北向,2010,0,湖里,厦门
69508,122,中层,4,2,0,南北向,2005,0,思明,厦门
45058,172,中层,4,2,0,南向,2000,0,思明,厦门
52941,221,中层,4,2,0,南北向,2016,0,湖里,厦门
38583,127,低层,4,2,0,南北向,2015,0,岛外,厦门
36429,126,高层,4,2,0,南北向,2015,0,岛外,厦门
38583,127,低层,4,2,0,南北向,2014,0,岛外,厦门
36429,126,低层,4,2,0,南北向,2014,0,岛外,厦门
38583,127,高层,4,2,0,南北向,2000,0,岛外,厦门
50396,139,低层,4,2,0,南北向,2001,0,思明,厦门
54935,129,高层,4,2,0,其他,2011,0,思明,厦门
32500,200,低层,4,2,1,南北向,2013,0,岛外,厦门
82803,157,低层,4,2,1,南北向,2016,0,湖里,厦门
46856,114,低层,4,2,1,南北向,2011,0,岛外,厦门
22333,150,高层,4,2,0,其他,2010,0,岛外,厦门
46988,166,低层,4,2,0,南北向,2008,0,湖里,厦门
37500,160,中层,4,2,0,其他,2000,0,湖里,厦门
49242,132,低层,4,2,0,其他,2007,0,湖里,厦门
36290,124,中层,4,2,1,南向,2013,0,岛外,厦门
37603,121,高层,4,2,1,南北向,2015,0,岛外,厦门
26835,127,低层,4,2,0,南北向,2011,0,岛外,厦门
28508,126,中层,4,2,0,南北向,2015,0,岛外,厦门
16538,130,高层,4,2,0,南北向,2004,0,岛外,厦门
40000,143,高层,4,2,1,南北向,2015,0,岛外,厦门
44845,194,低层,4,2,1,南向,2013,0,岛外,厦门
28003,153,高层,4,2,0,南北向,2005,0,岛外,厦门
23865,151,中层,4,2,0,南北向,2001,0,岛外,厦门
42432,148,高层,4,2,0,南北向,2005,0,湖里,厦门
47059,187,中层,4,2,0,南北向,2001,0,湖里,厦门
58036,112,低层,4,2,0,南北向,2006,0,湖里,厦门
53333,120,低层,4,2,0,南北向,2006,0,湖里,厦门
53152,162,中层,4,2,0,南北向,2000,0,思明,厦门
51493,221,高层,4,2,0,南北向,2014,0,湖里,厦门
53403,191,低层,4,2,0,南北向,2014,0,湖里,厦门
55556,180,低层,4,2,0,南北向,2014,0,湖里,厦门
52697,178,低层,4,2,0,南北向,2014,0,湖里,厦门
82803,157,低层,4,2,0,南北向,2014,0,湖里,厦门
66147,178,高层,4,2,0,南北向,2005,0,思明,厦门
48929,112,低层,4,2,1,南北向,2003,0,湖里,厦门
54729,129,高层,4,2,0,其他,2012,0,思明,厦门
58187,171,中层,4,2,1,南北向,2003,0,湖里,厦门
82661,248,高层,4,2,1,南北向,2016,0,湖里,厦门
57078,219,高层,4,2,0,南北向,2008,0,湖里,厦门
82204,158,低层,4,2,1,南北向,2016,0,湖里,厦门
70083,121,高层,4,2,0,南北向,2004,0,思明,厦门
40889,90,高层,4,2,1,南北向,2006,0,岛外,厦门
44286,175,中层,4,2,0,南北向,2006,0,湖里,厦门
40625,128,中层,4,2,0,其他,2016,0,岛外,厦门
75000,160,高层,4,2,0,南北向,2005,0,思明,厦门
46824,167,低层,4,2,0,南北向,2008,0,湖里,厦门
48148,135,低层,4,2,0,南北向,2008,0,思明,厦门
33351,116,中层,4,2,1,其他,2010,0,岛外,厦门
75502,249,高层,4,2,0,南北向,1995,0,思明,厦门
66489,191,高层,4,2,0,其他,2008,0,思明,厦门
59341,182,中层,4,2,1,南北向,2008,0,思明,厦门
18000,200,低层,4,2,0,南北向,2003,0,岛外,厦门
27333,120,高层,4,2,1,南北向,2006,0,岛外,厦门
23690,168,高层,4,2,0,南北向,2002,0,岛外,厦门
58824,136,低层,4,2,1,南北向,2006,0,思明,厦门
41379,174,中层,4,2,0,其他,2007,0,思明,厦门
66147,178,高层,4,2,0,南北向,2005,0,思明,厦门
64257,249,低层,4,2,0,南北向,2016,0,湖里,厦门
55407,153,低层,4,2,0,南北向,2006,0,思明,厦门
60056,133,低层,4,2,1,南北向,2000,0,湖里,厦门
21809,188,高层,4,2,0,南北向,2005,0,岛外,厦门
44882,170,低层,4,2,1,其他,2008,0,岛外,厦门
26117,117,低层,4,2,0,南北向,2013,0,岛外,厦门
53162,162,中层,4,2,0,南北向,2000,0,思明,厦门
33959,123,高层,4,2,0,南北向,2015,0,岛外,厦门
66316,190,低层,4,2,1,南北向,1999,0,思明,厦门
34161,161,高层,4,2,0,南北向,2003,0,湖里,厦门
80000,285,低层,4,2,0,南北向,2016,0,湖里,厦门
28261,161,中层,4,2,1,南北向,1991,0,湖里,厦门
34302,86,低层,4,2,0,其他,2012,0,岛外,厦门
52846,123,低层,4,2,0,南北向,2003,0,思明,厦门
46519,193,高层,4,2,0,南北向,1998,0,思明,厦门
59453,168,高层,4,2,0,南北向,1998,0,思明,厦门
75502,249,高层,4,2,0,南北向,1995,0,思明,厦门
29814,161,低层,4,2,0,南北向,2013,0,岛外,厦门
25000,160,中层,4,2,0,南北向,2014,0,岛外,厦门
28293,123,低层,4,2,0,南北向,2010,0,岛外,厦门
47327,101,中层,4,2,0,南北向,2006,0,湖里,厦门
57627,118,低层,4,2,1,南向,2011,0,湖里,厦门
57143,119,低层,4,2,0,南北向,2009,0,湖里,厦门
52208,188,高层,4,2,0,南北向,2001,0,湖里,厦门
48148,135,低层,4,2,0,南北向,2000,0,思明,厦门
34091,132,中层,4,2,0,南北向,2008,0,岛外,厦门
43529,153,低层,4,2,1,南北向,2000,0,岛外,厦门
38409,88,中层,4,2,1,南北向,2003,0,岛外,厦门
29091,165,低层,4,2,0,南北向,2013,0,岛外,厦门
29814,161,低层,4,2,0,南北向,2013,0,岛外,厦门
31059,196,高层,4,2,0,南北向,2013,0,岛外,厦门
32967,91,中层,4,2,0,南北向,2015,0,岛外,厦门
38411,151,低层,4,2,0,南北向,2003,0,思明,厦门
76769,130,高层,4,2,0,南北向,2004,0,思明,厦门
69182,159,高层,4,2,1,南北向,2003,0,思明,厦门
84946,186,低层,4,2,0,南北向,2003,0,思明,厦门
84946,186,低层,4,2,0,南北向,2003,0,思明,厦门
84946,186,低层,4,2,0,南北向,2003,0,思明,厦门
36675,139,中层,4,2,0,南北向,2014,0,岛外,厦门
38789,188,高层,4,2,1,南北向,2007,0,岛外,厦门
37011,170,中层,4,2,0,南北向,2006,0,岛外,厦门
35569,197,高层,4,2,0,南北向,2005,0,岛外,厦门
23311,148,高层,4,2,0,南北向,2002,0,岛外,厦门
90909,165,高层,4,2,1,南向,2006,0,思明,厦门
58824,136,低层,4,2,1,其他,2006,0,思明,厦门
40187,154,中层,4,2,1,南北向,2008,0,岛外,厦门
50376,173,高层,4,2,0,南北向,2011,0,岛外,厦门
65375,249,低层,4,2,1,南北向,2016,0,湖里,厦门
78495,186,中层,4,2,1,南北向,2016,0,湖里,厦门
62827,191,中层,4,2,0,南北向,2008,0,思明,厦门
62827,191,中层,4,2,0,南北向,2008,0,思明,厦门
55399,213,中层,4,2,1,南北向,2009,0,思明,厦门
45263,95,高层,4,2,0,南北向,2016,0,岛外,厦门
36310,168,中层,4,2,1,南北向,2013,0,岛外,厦门
46519,193,高层,4,2,0,南北向,1998,0,思明,厦门
30435,161,中层,4,2,0,南北向,2010,0,岛外,厦门
29814,161,低层,4,2,0,南北向,2013,0,岛外,厦门
41018,167,中层,4,2,1,其他,2012,0,岛外,厦门
40415,193,中层,4,2,1,南北向,2014,0,岛外,厦门
33351,116,中层,4,2,1,其他,2010,0,岛外,厦门
41319,144,高层,4,2,0,南北向,2014,0,岛外,厦门
49479,192,低层,4,2,1,其他,2011,0,岛外,厦门
43000,120,高层,4,2,0,南向,2014,0,岛外,厦门
43456,191,中层,4,2,1,其他,2011,0,岛外,厦门
46957,115,低层,4,2,1,南北向,2008,0,岛外,厦门
49479,192,高层,4,2,1,其他,2011,0,岛外,厦门
52521,238,高层,4,2,1,南北向,2016,0,岛外,厦门
68182,176,高层,4,2,0,其他,2006,0,思明,厦门
39039,167,高层,4,2,0,南北向,1998,0,思明,厦门
67797,177,高层,4,2,0,其他,2006,0,思明,厦门
39039,167,高层,4,2,0,南北向,1998,0,思明,厦门
40645,155,低层,4,2,0,南北向,1998,0,湖里,厦门
28571,161,中层,4,2,1,南北向,1995,0,湖里,厦门
34035,114,中层,4,2,0,南北向,1995,0,湖里,厦门
57078,219,高层,4,2,0,南北向,2008,0,湖里,厦门
75000,160,高层,4,2,0,南北向,2006,0,思明,厦门
42714,140,中层,4,2,1,南北向,2003,0,湖里,厦门
34109,89,中层,4,2,0,南北向,2015,0,岛外,厦门
32967,91,中层,4,2,0,南北向,2015,0,岛外,厦门
40667,150,高层,4,2,0,其他,2010,0,岛外,厦门
45812,153,低层,4,2,1,其他,2012,0,岛外,厦门
60621,145,中层,4,2,1,南北向,2002,0,思明,厦门
66230,114,高层,4,2,0,南北向,2004,0,思明,厦门
66230,114,高层,4,2,0,南北向,2004,0,思明,厦门
36310,168,中层,4,2,1,南北向,2013,0,岛外,厦门
45017,193,低层,4,2,1,南向,2013,0,岛外,厦门
40000,143,高层,4,2,1,南北向,2013,0,岛外,厦门
42512,104,低层,4,2,1,南北向,2007,0,岛外,厦门
46522,115,低层,4,2,1,其他,2008,0,岛外,厦门
48872,133,中层,4,2,1,南北向,2008,0,岛外,厦门
56230,157,高层,4,2,1,南北向,1999,0,思明,厦门
46519,193,高层,4,2,0,南北向,1998,0,思明,厦门
53220,118,低层,4,2,1,南北向,1999,0,思明,厦门
54667,150,中层,4,2,0,南北向,1999,0,思明,厦门
36972,142,低层,4,2,0,其他,2004,0,岛外,厦门
24412,170,高层,4,2,0,南北向,2002,0,岛外,厦门
41667,97,中层,4,2,1,南北向,2010,0,岛外,厦门
51020,98,中层,4,2,0,南北向,1996,0,思明,厦门
47340,188,中层,4,2,0,南北向,2001,0,湖里,厦门
18250,200,低层,4,2,0,南北向,2007,0,岛外,厦门
42655,177,中层,4,2,1,南北向,2012,0,岛外,厦门
40602,133,中层,4,2,1,南北向,2008,0,岛外,厦门
41104,170,中层,4,2,1,南北向,2008,0,岛外,厦门
56230,157,高层,4,2,1,南北向,1999,0,思明,厦门
53220,118,低层,4,2,1,南北向,1999,0,思明,厦门
46519,193,高层,4,2,0,南北向,1998,0,思明,厦门
48148,135,低层,4,2,0,南北向,2010,0,思明,厦门
59453,168,高层,4,2,0,南北向,1998,0,思明,厦门
59519,121,中层,4,2,0,南北向,2003,0,思明,厦门
82661,248,中层,4,2,1,南北向,2016,0,湖里,厦门
59686,191,中层,4,2,0,南北向,2008,0,思明,厦门
95790,119,中层,4,2,0,南北向,2008,0,思明,厦门
55079,156,中层,4,2,0,南北向,2005,0,思明,厦门
46234,157,低层,4,2,1,南北向,2007,0,湖里,厦门
66292,178,中层,4,2,0,南北向,2005,0,思明,厦门
66138,189,中层,4,2,1,南北向,2000,0,思明,厦门
48235,170,高层,4,2,1,南北向,2009,0,岛外,厦门
59519,121,中层,4,2,0,南北向,2003,0,思明,厦门
69852,121,高层,4,2,0,南向,2004,0,思明,厦门
29814,161,低层,4,2,0,南北向,2013,0,岛外,厦门
33333,156,高层,4,2,0,南北向,2013,0,岛外,厦门
41667,97,高层,4,2,1,南北向,2005,0,岛外,厦门
32800,100,高层,4,2,1,南北向,2006,0,岛外,厦门
69852,121,高层,4,2,0,南向,2004,0,思明,厦门
53348,272,低层,4,2,0,南北向,2009,0,湖里,厦门
53348,272,低层,4,2,0,南北向,2009,0,湖里,厦门
69853,136,中层,4,2,0,南北向,2007,0,思明,厦门
55000,150,高层,4,2,0,南北向,1999,0,思明,厦门
46519,193,高层,4,2,0,南北向,1998,0,思明,厦门
39112,155,中层,4,2,0,南北向,2009,0,岛外,厦门
53958,158,低层,4,2,0,南北向,2004,0,思明,厦门
26746,126,中层,4,2,0,南北向,2012,0,岛外,厦门
43968,89,中层,4,2,0,南北向,2010,0,岛外,厦门
35849,106,中层,4,2,0,南北向,2010,0,岛外,厦门
63548,124,中层,4,2,0,南北向,2010,0,思明,厦门
49826,173,低层,4,2,0,南向,2000,0,思明,厦门
53628,159,低层,4,2,0,南北向,2004,0,思明,厦门
63727,193,高层,4,2,0,南北向,2008,0,思明,厦门
30592,152,低层,4,2,1,南北向,2010,0,岛外,厦门
61549,145,中层,4,2,0,南北向,2004,0,思明,厦门
33479,155,中层,4,2,0,南向,2013,0,岛外,厦门
29814,161,低层,4,2,0,南北向,2013,0,岛外,厦门
40000,145,低层,4,2,0,南北向,2013,0,岛外,厦门
34109,89,中层,4,2,0,南北向,2015,0,岛外,厦门
49369,111,低层,4,2,1,南北向,2001,0,湖里,厦门
42042,167,高层,4,2,0,南北向,1998,0,思明,厦门
46522,115,低层,4,2,1,其他,2008,0,岛外,厦门
42668,159,高层,4,2,1,南北向,2004,0,思明,厦门
49851,134,高层,4,2,1,其他,2010,0,湖里,厦门
58306,111,低层,4,2,0,其他,2004,0,湖里,厦门
27876,161,高层,4,2,0,南北向,2013,0,岛外,厦门
34349,124,中层,4,2,1,南北向,2015,0,岛外,厦门
48025,162,中层,4,2,1,南北向,2004,0,思明,厦门
53571,140,高层,4,2,0,南北向,2010,0,思明,厦门
54777,157,低层,4,2,0,南北向,2015,0,思明,厦门
35478,115,高层,4,2,0,南北向,1993,0,湖里,厦门
39062,166,高层,4,2,0,南北向,1998,0,思明,厦门
44571,175,中层,4,2,0,南北向,2008,0,湖里,厦门
57197,157,中层,4,2,0,其他,2002,0,思明,厦门
41753,97,中层,4,2,0,南北向,2007,0,岛外,厦门
56349,126,低层,4,2,1,南北向,2010,0,湖里,厦门
29814,161,低层,4,2,0,南北向,2013,0,岛外,厦门
63040,125,中层,4,2,0,南北向,1997,0,思明,厦门
39474,152,中层,4,2,0,南北向,2006,0,湖里,厦门
57197,157,中层,4,2,0,其他,2002,0,思明,厦门
81707,220,中层,4,2,0,南北向,2005,0,思明,厦门
44706,85,高层,4,2,0,南北向,2008,0,岛外,厦门
41327,98,高层,4,2,1,南北向,2006,0,岛外,厦门
37273,88,高层,4,2,1,南北向,2007,0,岛外,厦门
37079,89,高层,4,2,0,南北向,2013,0,岛外,厦门
36087,115,高层,4,2,0,南北向,2015,0,岛外,厦门
62302,139,低层,4,2,0,其他,2006,0,思明,厦门
46856,114,低层,4,2,1,南北向,2008,0,岛外,厦门
39241,155,低层,4,2,0,南北向,2007,0,岛外,厦门
65442,191,中层,4,2,0,南北向,2008,0,思明,厦门
22581,155,高层,4,2,0,南北向,2010,0,岛外,厦门
66224,114,高层,4,2,0,南北向,2004,0,思明,厦门
74194,155,低层,4,2,0,其他,2006,0,思明,厦门
67797,177,高层,4,2,0,其他,2006,0,思明,厦门
39039,167,高层,4,2,0,南北向,1998,0,思明,厦门
27068,133,中层,4,2,0,南向,2000,0,岛外,厦门
34000,130,中层,4,2,1,南北向,2009,0,岛外,厦门
36235,170,低层,4,2,0,南北向,2008,0,岛外,厦门
37917,120,中层,4,2,1,其他,2011,0,岛外,厦门
34091,154,低层,4,2,1,其他,2012,0,岛外,厦门
29591,171,低层,4,2,1,其他,2011,0,岛外,厦门
36471,170,低层,4,2,0,南北向,2008,0,岛外,厦门
37202,168,高层,4,2,0,南北向,2013,0,岛外,厦门
76001,221,中层,4,2,0,南北向,2005,0,思明,厦门
51370,146,中层,4,2,0,南北向,1999,0,思明,厦门
36269,193,低层,4,2,1,南北向,2012,0,岛外,厦门
78344,157,高层,4,2,0,南北向,2013,0,湖里,厦门
76344,186,中层,4,2,1,南北向,2016,0,湖里,厦门
51250,160,中层,4,2,0,南北向,2000,0,思明,厦门
63040,125,中层,4,2,0,南北向,1997,0,思明,厦门
31282,195,高层,4,2,0,南北向,2013,0,岛外,厦门
39039,167,高层,4,2,0,南北向,1998,0,思明,厦门
50222,135,高层,4,2,0,其他,2005,0,思明,厦门
31059,196,高层,4,2,0,南北向,2013,0,岛外,厦门
30000,160,低层,4,2,0,南北向,2013,0,岛外,厦门
29814,161,低层,4,2,0,南北向,2013,0,岛外,厦门
54926,129,高层,4,2,0,南北向,2012,0,思明,厦门
53988,220,中层,4,2,0,南北向,2014,0,湖里,厦门
46771,135,高层,4,2,0,其他,2006,0,湖里,厦门
45078,193,低层,4,2,1,南向,2013,0,岛外,厦门
35108,181,高层,4,2,1,南北向,2009,0,岛外,厦门
41200,125,低层,4,2,1,南北向,2012,0,岛外,厦门
46824,167,低层,4,2,0,南北向,2008,0,湖里,厦门
57105,120,中层,4,2,1,南北向,2006,0,思明,厦门
65254,118,低层,4,2,1,南向,2012,0,湖里,厦门
70817,129,高层,4,2,0,南北向,2010,0,湖里,厦门
21028,214,中层,4,2,0,南向,2005,0,岛外,厦门
54667,150,中层,4,2,0,南北向,1999,0,思明,厦门
63548,124,中层,4,2,0,南北向,1997,0,思明,厦门
38806,134,低层,4,2,1,南北向,2009,0,岛外,厦门
48872,133,中层,4,2,1,南北向,2008,0,岛外,厦门
38506,138,高层,4,2,1,南北向,2003,0,湖里,厦门
32819,149,低层,4,2,0,南北向,2000,0,湖里,厦门
30021,229,高层,4,2,0,南北向,2000,0,湖里,厦门
68182,176,高层,4,2,0,其他,2006,0,思明,厦门
48148,135,低层,4,2,0,南北向,2010,0,思明,厦门
78485,165,低层,4,2,0,其他,2007,0,思明,厦门
80769,156,低层,4,2,0,其他,2007,0,思明,厦门
65442,191,中层,4,2,0,南北向,2008,0,思明,厦门
28508,126,高层,4,2,0,南北向,2015,0,岛外,厦门
37762,143,低层,4,2,1,南北向,2015,0,岛外,厦门
48916,155,低层,4,2,0,南北向,2008,0,湖里,厦门
