danjia,area,floor,hall,room,school,chaoxiang,year,subway,district,city
91910,89,低层,3,2,0,其他,2015,0,南山,深圳
95393,89,高层,3,2,0,其他,2015,0,南山,深圳
94222,90,高层,3,2,0,其他,2015,0,南山,深圳
84270,89,高层,3,2,0,其他,2015,0,南山,深圳
61818,121,低层,3,2,1,南北向,2002,0,南山,深圳
70225,89,低层,3,2,0,南向,2013,0,宝安,深圳
71429,105,低层,3,2,1,南北向,2006,0,宝安,深圳
64636,123,中层,3,2,0,其他,2003,0,南山,深圳
12069,87,中层,3,2,0,南北向,2012,0,龙岗,深圳
80899,89,中层,3,2,1,其他,2010,0,罗湖,深圳
58947,95,中层,3,2,1,南北向,1982,0,罗湖,深圳
36436,101,低层,3,2,0,其他,1994,0,罗湖,深圳
80303,98,中层,3,2,0,南向,2003,0,南山,深圳
70354,113,高层,3,2,1,南北向,2006,0,宝安,深圳
52131,76,高层,3,2,1,南向,2004,0,宝安,深圳
65217,115,中层,3,2,1,其他,2008,0,宝安,深圳
81731,104,中层,3,2,0,其他,2016,0,南山,深圳
57533,83,中层,3,2,1,其他,1986,0,罗湖,深圳
51331,62,低层,3,2,1,其他,1986,0,罗湖,深圳
44444,108,高层,3,2,1,其他,2000,0,罗湖,深圳
57522,113,中层,3,2,1,南北向,1999,0,罗湖,深圳
56460,113,中层,3,2,1,南北向,1999,0,罗湖,深圳
80120,166,低层,3,2,1,其他,2005,0,南山,深圳
41573,89,中层,3,2,1,南北向,2001,0,宝安,深圳
60938,128,高层,3,2,0,南向,2012,0,龙华,深圳
69460,89,低层,3,2,1,南向,2013,0,龙华,深圳
70604,89,中层,3,2,0,其他,2013,0,南山,深圳
109649,114,高层,3,2,1,南向,2005,0,福田,深圳
73325,136,中层,3,2,1,其他,2004,0,福田,深圳
67416,89,中层,3,2,0,南向,2014,0,南山,深圳
85263,95,高层,3,2,1,南向,2003,0,福田,深圳
79383,91,中层,3,2,0,南向,2002,0,南山,深圳
58938,113,中层,3,2,1,南北向,1999,0,罗湖,深圳
61075,93,高层,3,2,1,南北向,1982,0,罗湖,深圳
60000,55,低层,3,2,1,南向,1986,0,罗湖,深圳
10820,89,中层,3,2,0,南北向,2016,0,龙岗,深圳
53333,75,中层,3,2,1,南北向,2000,0,罗湖,深圳
44304,79,中层,3,2,1,其他,2002,0,龙岗,深圳
41667,72,高层,3,2,1,其他,2015,0,龙岗,深圳
41667,72,高层,3,2,1,其他,2016,0,龙岗,深圳
39101,89,高层,3,2,0,其他,2015,0,龙岗,深圳
42466,73,高层,3,2,1,其他,2015,0,龙岗,深圳
40225,89,高层,3,2,0,南向,2015,0,龙岗,深圳
39888,89,中层,3,2,0,其他,2016,0,龙岗,深圳
39551,89,高层,3,2,0,其他,2015,0,龙岗,深圳
40278,72,中层,3,2,1,南向,2016,0,龙岗,深圳
40114,88,高层,3,2,0,其他,2015,0,龙岗,深圳
38588,85,中层,3,2,1,南向,2014,0,龙岗,深圳
14045,89,中层,3,2,1,南北向,2005,0,福田,深圳
8861,79,中层,3,2,0,南向,2001,0,宝安,深圳
74375,80,中层,3,2,1,南向,2007,0,宝安,深圳
83571,70,中层,3,2,1,其他,2007,0,宝安,深圳
67593,108,高层,3,2,1,南向,2005,0,宝安,深圳
69720,107,低层,3,2,1,南向,2005,0,宝安,深圳
53271,107,高层,3,2,1,其他,2005,0,宝安,深圳
58230,115,中层,3,2,1,其他,2005,0,宝安,深圳
26364,110,中层,3,2,0,南向,1999,0,南山,深圳
29167,120,高层,3,2,1,南向,2002,0,南山,深圳
68056,108,中层,3,2,0,其他,2003,0,南山,深圳
97436,78,中层,3,2,1,南向,2011,0,南山,深圳
101124,89,中层,3,2,1,南向,2011,0,南山,深圳
101124,89,中层,3,2,1,其他,2011,0,南山,深圳
91892,148,中层,3,2,1,南向,2010,0,南山,深圳
100855,117,高层,3,2,1,南向,2010,0,南山,深圳
102564,117,高层,3,2,1,南向,2010,0,南山,深圳
100855,117,中层,3,2,1,其他,2010,0,南山,深圳
86316,95,中层,3,2,0,南北向,2009,0,福田,深圳
76106,113,中层,3,2,1,南北向,2003,0,福田,深圳
89217,115,中层,3,2,1,南向,2005,0,福田,深圳
37634,93,中层,3,2,0,南向,2000,0,福田,深圳
114407,118,高层,3,2,1,其他,2006,0,福田,深圳
11798,89,低层,3,2,0,南北向,2017,0,龙岗,深圳
42299,71,低层,3,2,1,其他,2004,0,龙岗,深圳
47826,115,中层,3,2,1,其他,2015,0,龙华,深圳
49153,118,中层,3,2,1,其他,2017,0,龙华,深圳
28000,55,中层,3,2,0,南北向,2014,0,坪山,深圳
57303,89,中层,3,2,0,南向,2010,0,龙华,深圳
58427,89,高层,3,2,0,南向,2010,0,龙华,深圳
34167,72,中层,3,2,1,其他,2016,0,龙岗,深圳
21250,88,中层,3,2,0,南向,2016,0,坪山,深圳
22010,79,中层,3,2,0,南向,2016,0,坪山,深圳
58889,90,高层,3,2,0,南向,2010,0,龙华,深圳
58427,89,高层,3,2,0,南向,2010,0,龙华,深圳
63246,99,高层,3,2,1,其他,2003,0,福田,深圳
64413,97,中层,3,2,1,其他,2003,0,福田,深圳
57877,86,低层,3,2,1,其他,2003,0,福田,深圳
75630,119,低层,3,2,0,其他,2000,0,福田,深圳
64498,105,低层,3,2,1,其他,2003,0,福田,深圳
55208,48,中层,3,2,1,南向,2003,0,福田,深圳
80769,130,中层,3,2,0,南向,2004,0,福田,深圳
37193,99,中层,3,2,1,其他,1999,0,罗湖,深圳
50556,90,低层,3,2,1,其他,2008,0,福田,深圳
116279,86,中层,3,2,1,南向,2010,0,南山,深圳
20690,58,中层,3,2,1,南向,2003,0,坪山,深圳
44561,90,低层,3,2,0,南北向,2015,0,龙岗,深圳
28627,51,低层,3,2,0,南北向,2015,0,坪山,深圳
53297,91,高层,3,2,1,南北向,2015,0,龙华,深圳
43043,115,中层,3,2,1,南北向,2015,0,龙华,深圳
10674,89,中层,3,2,0,南北向,2017,0,龙岗,深圳
10476,105,中层,3,2,0,南北向,2017,0,龙岗,深圳
31348,89,中层,3,2,0,南北向,2014,0,龙岗,深圳
31348,89,低层,3,2,0,其他,2014,0,龙岗,深圳
32472,89,中层,3,2,1,南向,2013,0,龙岗,深圳
54356,127,中层,3,2,1,南向,2016,0,福田,深圳
71712,131,中层,3,2,1,其他,1998,0,福田,深圳
60811,148,高层,3,2,1,南北向,2010,0,南山,深圳
40449,89,高层,3,2,0,南北向,2013,0,龙华,深圳
36413,92,高层,3,2,1,南北向,2014,0,龙华,深圳
23023,86,中层,3,2,1,南北向,1995,0,宝安,深圳
42697,89,高层,3,2,0,南北向,2013,0,龙华,深圳
42697,89,低层,3,2,0,南北向,2013,0,龙华,深圳
42697,89,高层,3,2,0,南北向,2013,0,龙华,深圳
44944,89,低层,3,2,0,南北向,2013,0,龙华,深圳
43258,89,低层,3,2,0,南北向,2013,0,龙华,深圳
45063,79,低层,3,2,1,南北向,2004,0,龙岗,深圳
42697,89,高层,3,2,0,南北向,2013,0,龙华,深圳
42609,115,高层,3,2,1,南北向,2015,0,龙华,深圳
42268,97,中层,3,2,1,南北向,2015,0,龙华,深圳
39011,91,低层,3,2,1,南北向,2007,0,龙岗,深圳
80804,111,低层,3,2,1,其他,2002,0,福田,深圳
47059,85,中层,3,2,0,其他,2003,0,南山,深圳
43617,94,高层,3,2,1,南向,1993,0,南山,深圳
54308,83,高层,3,2,1,南北向,2009,0,龙华,深圳
32727,110,高层,3,2,1,南北向,2001,0,龙华,深圳
50372,83,中层,3,2,1,南北向,2005,0,龙华,深圳
68056,108,中层,3,2,0,其他,2003,0,南山,深圳
77593,108,中层,3,2,1,南向,2003,0,南山,深圳
67797,118,中层,3,2,1,南向,2001,0,南山,深圳
78704,108,高层,3,2,1,其他,2003,0,南山,深圳
78462,130,高层,3,2,1,南北向,2004,0,福田,深圳
45349,86,中层,3,2,0,南向,1997,0,南山,深圳
43678,87,中层,3,2,1,南向,1996,0,南山,深圳
51020,98,中层,3,2,1,南向,2001,0,南山,深圳
38618,123,高层,3,2,1,南北向,2007,0,龙岗,深圳
45397,79,低层,3,2,1,南向,2013,0,龙华,深圳
44227,86,中层,3,2,1,其他,2013,0,龙华,深圳
69000,120,中层,3,2,1,其他,1998,0,福田,深圳
59596,99,中层,3,2,1,南向,2000,0,罗湖,深圳
61538,78,低层,3,2,1,南北向,1985,0,罗湖,深圳
46897,87,中层,3,2,1,南北向,2017,0,宝安,深圳
44286,105,中层,3,2,1,南北向,2012,0,宝安,深圳
89888,89,中层,3,2,1,其他,2011,0,南山,深圳
68315,89,高层,3,2,1,南北向,2008,0,龙华,深圳
41667,92,低层,3,2,1,南北向,2007,0,龙岗,深圳
85859,99,高层,3,2,1,南向,2003,0,南山,深圳
75472,106,高层,3,2,1,其他,2012,0,南山,深圳
116279,86,高层,3,2,1,南向,2010,0,南山,深圳
94828,116,高层,3,2,1,南向,2010,0,南山,深圳
38254,93,高层,3,2,1,南向,2014,0,龙华,深圳
44944,89,中层,3,2,0,南北向,2013,0,龙华,深圳
43820,89,中层,3,2,0,南北向,2013,0,龙华,深圳
44944,89,中层,3,2,0,南北向,2013,0,龙华,深圳
43820,89,高层,3,2,0,南北向,2013,0,龙华,深圳
42697,89,低层,3,2,1,南北向,2014,0,龙华,深圳
79930,136,中层,3,2,1,其他,2004,0,福田,深圳
48842,127,中层,3,2,1,南向,2016,0,福田,深圳
103457,116,低层,3,2,1,南向,2005,0,福田,深圳
83810,105,中层,3,2,0,其他,2000,0,福田,深圳
41486,81,高层,3,2,1,南向,2012,0,龙华,深圳
54118,85,中层,3,2,1,南向,2009,0,龙华,深圳
38412,86,高层,3,2,0,其他,2008,0,龙华,深圳
78947,133,中层,3,2,1,其他,2004,0,南山,深圳
51579,95,中层,3,2,1,南北向,1982,0,罗湖,深圳
68280,93,高层,3,2,1,其他,2000,0,罗湖,深圳
50952,105,中层,3,2,0,南北向,1985,0,罗湖,深圳
45000,90,高层,3,2,0,南北向,1996,0,南山,深圳
71053,152,高层,3,2,1,南北向,2012,0,南山,深圳
66000,100,中层,3,2,0,南北向,2016,0,南山,深圳
68000,100,中层,3,2,0,南北向,2016,0,南山,深圳
61000,100,高层,3,2,0,南北向,2015,0,南山,深圳
60000,100,高层,3,2,0,南向,2015,0,南山,深圳
82022,89,高层,3,2,0,其他,2014,0,南山,深圳
77108,83,高层,3,2,0,其他,2014,0,南山,深圳
78652,89,高层,3,2,0,南北向,2014,0,南山,深圳
80899,89,高层,3,2,0,其他,2014,0,南山,深圳
82022,89,高层,3,2,0,其他,2014,0,南山,深圳
83146,89,高层,3,2,0,其他,2014,0,南山,深圳
46154,78,中层,3,2,0,南北向,1994,0,坪山,深圳
43590,78,中层,3,2,0,南北向,1994,0,坪山,深圳
54627,90,低层,3,2,1,其他,2013,0,龙华,深圳
41742,110,高层,3,2,0,南向,2006,0,龙华,深圳
31892,85,高层,3,2,0,其他,2000,0,龙华,深圳
47052,104,低层,3,2,1,其他,2003,0,龙华,深圳
42254,85,低层,3,2,1,其他,2009,0,龙华,深圳
38219,89,低层,3,2,0,南向,2017,0,龙岗,深圳
75325,77,中层,3,2,1,其他,2010,0,罗湖,深圳
77528,89,中层,3,2,1,其他,2010,0,罗湖,深圳
78010,88,高层,3,2,1,其他,2010,0,罗湖,深圳
34118,85,中层,3,2,1,南北向,2001,0,龙岗,深圳
20392,51,高层,3,2,0,南北向,2016,0,坪山,深圳
60000,110,高层,3,2,0,南北向,2006,0,南山,深圳
55716,73,低层,3,2,0,南向,2012,0,宝安,深圳
47657,88,低层,3,2,0,南向,2004,0,宝安,深圳
28788,90,中层,3,2,1,南北向,2015,0,坪山,深圳
22373,59,中层,3,2,1,南北向,2013,0,坪山,深圳
31461,89,中层,3,2,0,南向,2007,0,坪山,深圳
12245,98,高层,3,2,0,南北向,2007,0,龙岗,深圳
69898,98,中层,3,2,0,南北向,2003,0,南山,深圳
45980,102,高层,3,2,1,南向,2001,0,南山,深圳
38095,105,中层,3,2,1,南北向,2016,0,南山,深圳
30625,48,中层,3,2,0,南北向,2011,0,坪山,深圳
22791,86,中层,3,2,0,其他,2014,0,坪山,深圳
115385,117,高层,3,2,1,南向,2005,0,福田,深圳
51579,95,高层,3,2,0,南向,1996,0,南山,深圳
45397,79,低层,3,2,1,南向,2013,0,龙华,深圳
39358,97,高层,3,2,0,其他,2001,0,龙华,深圳
40860,93,中层,3,2,1,其他,2003,0,龙华,深圳
38307,97,低层,3,2,1,南向,2002,0,龙华,深圳
38500,100,中层,3,2,1,其他,2002,0,龙华,深圳
20000,71,中层,3,2,1,南北向,2015,0,龙岗,深圳
77849,110,低层,3,2,0,其他,2002,0,南山,深圳
57600,125,中层,3,2,0,南向,2005,0,南山,深圳
57432,74,中层,3,2,0,其他,2003,0,福田,深圳
99519,121,中层,3,2,1,其他,2008,0,南山,深圳
52083,96,高层,3,2,1,南向,1999,0,南山,深圳
93506,77,中层,3,2,0,南向,2016,0,南山,深圳
86842,76,高层,3,2,1,其他,2013,0,福田,深圳
90116,86,中层,3,2,1,南北向,2006,0,福田,深圳
64091,110,中层,3,2,0,南北向,2002,0,南山,深圳
60185,108,中层,3,2,0,南北向,2003,0,南山,深圳
39151,97,中层,3,2,0,其他,2001,0,龙华,深圳
42373,118,高层,3,2,1,南向,2014,0,龙华,深圳
49438,89,中层,3,2,1,南向,2015,0,龙华,深圳
36111,72,中层,3,2,1,其他,2007,0,龙岗,深圳
46364,110,高层,3,2,0,其他,2002,0,福田,深圳
58337,74,低层,3,2,0,其他,2003,0,福田,深圳
60526,76,高层,3,2,0,其他,2003,0,福田,深圳
60169,118,低层,3,2,0,其他,2003,0,福田,深圳
69624,89,中层,3,2,1,南向,2014,0,龙华,深圳
39846,78,高层,3,2,1,其他,2003,0,龙华,深圳
49115,113,低层,3,2,1,其他,2013,0,龙华,深圳
51427,117,高层,3,2,1,南向,2011,0,龙华,深圳
48876,89,低层,3,2,1,南向,2016,0,龙华,深圳
45397,79,低层,3,2,1,南向,2013,0,龙华,深圳
40050,87,中层,3,2,0,南向,2001,0,龙华,深圳
39358,97,高层,3,2,0,其他,2001,0,龙华,深圳
44227,86,高层,3,2,1,南向,2013,0,龙华,深圳
46237,93,高层,3,2,0,南向,2004,0,龙华,深圳
48193,83,中层,3,2,1,南向,2006,0,宝安,深圳
72897,107,中层,3,2,1,南向,2003,0,南山,深圳
76636,107,低层,3,2,1,南向,2003,0,南山,深圳
63043,115,高层,3,2,0,南向,2005,0,南山,深圳
46154,78,中层,3,2,1,南向,2002,0,南山,深圳
62500,120,中层,3,2,1,南向,2001,0,南山,深圳
82022,89,中层,3,2,0,南向,2014,0,南山,深圳
55847,90,低层,3,2,0,南向,2010,0,龙华,深圳
70833,88,中层,3,2,1,南北向,2013,0,龙华,深圳
67241,116,低层,3,2,1,其他,2012,0,龙华,深圳
45000,100,高层,3,2,0,南北向,1999,0,宝安,深圳
48718,78,中层,3,2,1,其他,2012,0,宝安,深圳
53012,83,低层,3,2,1,南向,2007,0,宝安,深圳
33947,76,中层,3,2,1,其他,2002,0,龙岗,深圳
34868,76,中层,3,2,1,其他,2002,0,龙岗,深圳
13651,63,高层,3,2,0,南北向,2016,0,龙岗,深圳
39556,90,高层,3,2,1,南北向,2006,0,龙岗,深圳
38571,98,低层,3,2,1,南北向,2009,0,龙岗,深圳
48851,87,低层,3,2,1,其他,2012,0,龙岗,深圳
47126,87,中层,3,2,1,其他,2012,0,龙岗,深圳
18824,85,中层,3,2,0,南向,2017,0,福田,深圳
20773,86,中层,3,2,0,南北向,2016,0,福田,深圳
52727,110,高层,3,2,1,南向,2015,0,龙华,深圳
47105,76,中层,3,2,1,其他,2009,0,宝安,深圳
26582,79,中层,3,2,0,其他,2016,0,龙岗,深圳
44714,89,中层,3,2,1,其他,2007,0,宝安,深圳
46711,76,高层,3,2,1,其他,2009,0,宝安,深圳
48033,87,中层,3,2,1,南向,2017,0,宝安,深圳
96939,98,低层,3,2,1,其他,2006,0,福田,深圳
85057,87,中层,3,2,0,其他,2001,0,福田,深圳
43519,108,高层,3,2,1,其他,2002,0,宝安,深圳
46296,108,高层,3,2,0,其他,2002,0,宝安,深圳
42035,113,低层,3,2,0,南向,1999,0,南山,深圳
48193,83,中层,3,2,0,其他,2005,0,宝安,深圳
71204,89,低层,3,2,0,南向,2012,0,龙华,深圳
45455,77,中层,3,2,1,其他,1995,0,宝安,深圳
47436,78,中层,3,2,1,其他,2016,0,宝安,深圳
42308,91,中层,3,2,0,其他,1992,0,宝安,深圳
42056,107,中层,3,2,1,其他,2003,0,宝安,深圳
42991,107,低层,3,2,1,其他,2003,0,宝安,深圳
49432,88,低层,3,2,1,其他,2004,0,宝安,深圳
40449,89,高层,3,2,1,南向,2011,0,宝安,深圳
42028,113,低层,3,2,1,南向,2008,0,宝安,深圳
79733,75,低层,3,2,0,南北向,1989,0,福田,深圳
55172,87,中层,3,2,0,南北向,1995,0,福田,深圳
72500,80,低层,3,2,0,南北向,1989,0,福田,深圳
48276,87,中层,3,2,1,其他,2012,0,龙岗,深圳
47126,87,中层,3,2,1,其他,2012,0,龙岗,深圳
54054,74,中层,3,2,1,南向,2011,0,龙岗,深圳
45679,81,低层,3,2,1,其他,2002,0,宝安,深圳
18824,85,低层,3,2,0,南向,2016,0,福田,深圳
18812,101,中层,3,2,0,南北向,2016,0,福田,深圳
45730,89,中层,3,2,1,其他,2015,0,龙岗,深圳
28243,74,中层,3,2,0,其他,2003,0,龙岗,深圳
29054,74,高层,3,2,0,其他,2003,0,龙岗,深圳
27703,74,中层,3,2,0,其他,2003,0,龙岗,深圳
45604,91,低层,3,2,1,南向,2001,0,宝安,深圳
64024,164,高层,3,2,0,南向,2015,0,宝安,深圳
45062,81,中层,3,2,1,南北向,2003,0,宝安,深圳
59012,81,中层,3,2,1,其他,2013,0,宝安,深圳
59770,87,中层,3,2,1,南向,2013,0,宝安,深圳
47826,92,高层,3,2,0,南向,2005,0,龙华,深圳
70370,81,中层,3,2,1,其他,2016,0,龙华,深圳
29630,81,中层,3,2,0,南北向,2017,0,坪山,深圳
28723,94,中层,3,2,0,南北向,2017,0,坪山,深圳
40741,81,中层,3,2,0,南北向,2018,0,龙岗,深圳
87356,87,中层,3,2,1,南向,2014,0,龙华,深圳
21573,89,低层,3,2,1,南向,2011,0,坪山,深圳
88542,96,中层,3,2,1,南向,2003,0,福田,深圳
77982,109,高层,3,2,1,南北向,2003,0,福田,深圳
54945,91,高层,3,2,1,南向,2015,0,龙华,深圳
43220,118,中层,3,2,1,南向,2015,0,龙华,深圳
42609,115,中层,3,2,1,南向,2015,0,龙华,深圳
15714,63,高层,3,2,0,其他,2016,0,龙岗,深圳
42653,98,低层,3,2,1,南北向,1998,0,湖里,厦门
52000,90,高层,3,2,1,南北向,2000,0,思明,厦门
55897,78,低层,3,2,1,南北向,2004,0,思明,厦门
48618,123,低层,3,2,0,南北向,2005,0,湖里,厦门
38636,88,中层,3,2,1,南向,2010,0,岛外,厦门
39205,88,低层,3,2,1,南向,2010,0,岛外,厦门
43182,88,高层,3,2,1,南北向,2010,0,岛外,厦门
71774,248,低层,3,2,1,南北向,2016,0,湖里,厦门
23932,117,低层,3,2,0,南向,2013,0,岛外,厦门
23947,114,低层,3,2,0,南北向,2014,0,岛外,厦门
23853,109,高层,3,2,0,南北向,2013,0,岛外,厦门
24727,110,中层,3,2,0,南北向,2013,0,岛外,厦门
43108,148,中层,3,2,0,南北向,2000,0,思明,厦门
54609,115,高层,3,2,0,南北向,2007,0,思明,厦门
14623,106,高层,3,2,1,南北向,1997,0,岛外,厦门
20435,115,高层,3,2,0,南北向,2000,0,岛外,厦门
60000,98,低层,3,2,0,其他,2008,0,思明,厦门
65190,158,低层,3,2,1,南北向,2013,0,湖里,厦门
55618,126,低层,3,2,0,南北向,2002,0,思明,厦门
63500,80,低层,3,2,0,南北向,2001,0,思明,厦门
49479,152,低层,3,2,0,其他,2012,0,岛外,厦门
35165,91,中层,3,2,0,其他,2014,0,岛外,厦门
37891,128,中层,3,2,1,南向,2012,0,岛外,厦门
41176,136,高层,3,2,1,南向,2012,0,岛外,厦门
41923,130,高层,3,2,1,南向,2012,0,岛外,厦门
27670,103,中层,3,2,0,南北向,2000,0,岛外,厦门
42717,133,高层,3,2,0,其他,2008,0,岛外,厦门
35985,132,中层,3,2,1,南北向,2007,0,岛外,厦门
63821,150,高层,3,2,0,其他,2012,0,岛外,厦门
30492,61,中层,3,2,0,其他,2015,0,岛外,厦门
38916,166,中层,3,2,1,南北向,2007,0,岛外,厦门
21034,174,低层,3,2,0,南北向,2015,0,岛外,厦门
42814,100,中层,3,2,0,其他,2008,0,岛外,厦门
26446,121,中层,3,2,1,南向,2004,0,岛外,厦门
44118,78,中层,3,2,1,南北向,2003,0,湖里,厦门
52979,94,中层,3,2,0,南北向,2009,0,湖里,厦门
35000,110,中层,3,2,1,南北向,2004,0,岛外,厦门
85380,171,低层,3,2,1,南北向,2010,0,思明,厦门
40127,126,高层,3,2,1,南北向,2016,0,岛外,厦门
38033,122,高层,3,2,1,南北向,2016,0,岛外,厦门
37049,122,高层,3,2,1,南北向,2016,0,岛外,厦门
46350,86,低层,3,2,1,南北向,2013,0,岛外,厦门
41856,97,中层,3,2,0,南北向,2006,0,岛外,厦门
66026,156,低层,3,2,1,南北向,2013,0,湖里,厦门
65397,158,低层,3,2,0,南北向,2013,0,湖里,厦门
37951,122,中层,3,2,0,其他,2017,0,岛外,厦门
37982,114,高层,3,2,0,南北向,2017,0,岛外,厦门
37983,121,中层,3,2,0,南北向,2015,0,岛外,厦门
38017,121,高层,3,2,0,南北向,2016,0,岛外,厦门
35258,97,低层,3,2,0,南北向,2000,0,岛外,厦门
35870,92,中层,3,2,0,南北向,2007,0,岛外,厦门
65254,118,低层,3,2,1,南北向,2012,0,湖里,厦门
56567,134,中层,3,2,0,南北向,2012,0,湖里,厦门
77957,186,中层,3,2,1,南北向,2013,0,湖里,厦门
79618,157,高层,3,2,1,南北向,2013,0,湖里,厦门
64894,249,低层,3,2,1,南北向,2013,0,湖里,厦门
82152,158,低层,3,2,0,南北向,2016,0,湖里,厦门
31719,87,中层,3,2,0,南北向,2015,0,岛外,厦门
30275,109,高层,3,2,0,南北向,2013,0,岛外,厦门
30189,106,高层,3,2,0,南北向,2013,0,岛外,厦门
21562,128,低层,3,2,0,南向,2014,0,岛外,厦门
47525,101,中层,3,2,0,南北向,2016,0,岛外,厦门
26389,108,中层,3,2,0,南北向,2010,0,岛外,厦门
74074,111,中层,3,2,0,其他,2000,0,思明,厦门
56034,116,高层,3,2,0,南北向,1998,0,思明,厦门
54274,96,中层,3,2,0,南北向,2000,0,思明,厦门
51171,129,高层,3,2,0,南北向,2006,0,思明,厦门
47755,98,中层,3,2,0,南北向,2000,0,思明,厦门
57384,76,低层,3,2,1,其他,2004,0,思明,厦门
67039,90,中层,3,2,0,南北向,1993,0,思明,厦门
77252,220,中层,3,2,0,其他,2005,0,思明,厦门
83099,178,低层,3,2,1,南向,2010,0,思明,厦门
57845,140,低层,3,2,0,南北向,2003,0,思明,厦门
48213,120,低层,3,2,0,南北向,2004,0,湖里,厦门
53333,90,低层,3,2,1,南北向,2004,0,湖里,厦门
32824,131,高层,3,2,0,南北向,2009,0,岛外,厦门
38830,94,中层,3,2,0,南北向,2015,0,岛外,厦门
26168,107,中层,3,2,1,南北向,2004,0,岛外,厦门
29457,129,中层,3,2,0,南北向,2004,0,岛外,厦门
29572,129,中层,3,2,0,南北向,2004,0,岛外,厦门
32824,131,高层,3,2,0,南北向,2005,0,岛外,厦门
18036,100,低层,3,2,1,南北向,1999,0,岛外,厦门
17606,142,中层,3,2,1,南北向,2005,0,岛外,厦门
15873,126,高层,3,2,0,南北向,2001,0,岛外,厦门
19703,101,高层,3,2,1,南向,1999,0,岛外,厦门
63866,60,高层,3,2,1,南北向,1992,0,思明,厦门
56497,115,低层,3,2,0,南北向,1998,0,思明,厦门
70064,157,高层,3,2,1,南北向,2013,0,湖里,厦门
63291,237,低层,3,2,1,南北向,2000,0,湖里,厦门
65605,157,低层,3,2,1,南北向,2012,0,湖里,厦门
26129,93,中层,3,2,1,其他,2014,0,岛外,厦门
33300,100,高层,3,2,1,南北向,2015,0,岛外,厦门
32360,89,中层,3,2,0,南北向,2000,0,岛外,厦门
48819,127,低层,3,2,0,南北向,2006,0,湖里,厦门
42647,102,高层,3,2,1,南北向,2004,0,湖里,厦门
48695,103,低层,3,2,1,南北向,2003,0,湖里,厦门
42661,122,低层,3,2,0,其他,2008,0,岛外,厦门
50000,154,高层,3,2,0,南向,2008,0,岛外,厦门
23594,128,低层,3,2,0,南北向,2014,0,岛外,厦门
22985,134,中层,3,2,0,南北向,2012,0,岛外,厦门
34884,86,中层,3,2,0,南北向,2010,0,岛外,厦门
33011,88,低层,3,2,0,南北向,2016,0,岛外,厦门
51515,132,低层,3,2,0,南北向,2008,0,湖里,厦门
42878,117,高层,3,2,0,南北向,1998,0,思明,厦门
69231,221,中层,3,2,0,南北向,2005,0,思明,厦门
72424,66,高层,3,2,0,南北向,2007,0,思明,厦门
26080,125,低层,3,2,0,南北向,2006,0,岛外,厦门
39231,104,低层,3,2,0,南北向,2001,0,湖里,厦门
40972,71,高层,3,2,1,其他,2000,0,湖里,厦门
40845,71,高层,3,2,1,南北向,2000,0,湖里,厦门
34536,97,低层,3,2,1,南北向,2015,0,岛外,厦门
38302,106,中层,3,2,1,南北向,2013,0,岛外,厦门
33146,89,中层,3,2,0,南北向,2012,0,岛外,厦门
29932,147,高层,3,2,0,南北向,2008,0,岛外,厦门
25917,125,高层,3,2,0,南北向,2009,0,岛外,厦门
42616,89,中层,3,2,0,南北向,2009,0,岛外,厦门
32099,162,中层,3,2,0,南北向,2013,0,岛外,厦门
11182,110,高层,3,2,0,南北向,1995,0,岛外,厦门
14228,123,低层,3,2,1,南北向,1998,0,岛外,厦门
14384,73,中层,3,2,0,南北向,1996,0,岛外,厦门
17900,100,中层,3,2,0,南北向,2001,0,岛外,厦门
17949,117,高层,3,2,0,南北向,2006,0,岛外,厦门
15043,115,中层,3,2,0,南北向,1996,0,岛外,厦门
48695,103,低层,3,2,1,南北向,2003,0,湖里,厦门
78182,88,低层,3,2,0,南北向,2008,0,湖里,厦门
46190,105,低层,3,2,0,南北向,2005,0,湖里,厦门
49689,105,中层,3,2,1,南北向,2003,0,湖里,厦门
28218,101,高层,3,2,0,南北向,2006,0,岛外,厦门
37905,105,高层,3,2,0,南北向,2003,0,湖里,厦门
36852,108,高层,3,2,0,南北向,2000,0,湖里,厦门
34340,116,高层,3,2,0,南北向,1998,0,湖里,厦门
37009,107,高层,3,2,0,南北向,2000,0,湖里,厦门
37547,106,高层,3,2,0,南北向,1998,0,湖里,厦门
47778,96,低层,3,2,0,南北向,2000,0,湖里,厦门
45610,117,低层,3,2,1,南北向,2002,0,湖里,厦门
48113,106,中层,3,2,1,南向,2002,0,湖里,厦门
39915,128,高层,3,2,1,南北向,2009,0,岛外,厦门
41548,91,高层,3,2,0,南北向,2014,0,岛外,厦门
27714,126,中层,3,2,0,南北向,2012,0,岛外,厦门
35149,101,高层,3,2,1,南北向,2014,0,岛外,厦门
48894,73,低层,3,2,0,南北向,1997,0,湖里,厦门
47048,110,高层,3,2,0,南北向,2000,0,湖里,厦门
77580,129,高层,3,2,1,南北向,2012,0,湖里,厦门
25752,97,低层,3,2,0,南北向,2009,0,岛外,厦门
12398,123,中层,3,2,0,南北向,1996,0,岛外,厦门
13609,125,高层,3,2,0,南北向,2006,0,岛外,厦门
76923,130,低层,3,2,1,其他,2009,0,思明,厦门
56034,116,高层,3,2,0,南北向,1999,0,思明,厦门
